,3fgl,3fgl-cls1,4fgldr1,4fgldr1-cls1,4fgldr2,4fgldr2-cls1,4fgldr3,4fgldr3-cls1,4fgldr4,4fgldr4-cls1
626,J0811.3+0146,bll,J0811.4+0146,bll,J0811.4+0146,bll,J0811.4+0146,bll,J0811.4+0146,bll
627,J0812.0+0237,bll,J0812.0+0237,bll,J0812.0+0237,bll,J0812.0+0237,bll,J0812.0+0237,bll
628,J0812.9+5555,bll,J0812.9+5555,bll,J0812.9+5555,bll,J0812.9+5555,bll,J0812.9+5555,bll
629,J0813.3+6509,bcu,J0812.8+6507,bll,J0812.8+6507,bll,J0812.8+6507,bll,J0812.8+6507,bll
630,J0814.1-1012,bll,J0814.2-1013,bll,J0814.2-1013,bll,J0814.2-1013,bll,J0814.2-1013,bll
631,J0814.5+2943,bll,J0814.4+2941,bll,J0814.4+2941,bll,J0814.4+2941,bll,J0814.4+2941,bll
632,J0814.7+6428,bll,J0814.6+6430,bll,J0814.6+6430,bll,J0814.6+6430,bll,J0814.6+6430,bll
633,J0816.4-1311,bll,J0816.4-1311,bll,J0816.4-1311,bll,J0816.4-1311,bll,J0816.4-1311,bll
634,J0816.5+2049,bll,J0816.9+2050,bll,J0816.9+2050,bll,J0816.9+2050,bll,J0816.9+2050,bll
635,J0816.7-2421,bcu,J0816.7-2420,bcu,J0816.7-2420,bcu,J0816.7-2420,bcu,J0816.7-2420,bcu
636,J0816.7+5739,bll,J0816.3+5739,bll,J0816.3+5739,bll,J0816.3+5739,bll,J0816.3+5739,bll
637,J0817.8-0935,bll,J0817.8-0934,bll,J0817.8-0934,bll,J0817.8-0934,bll,J0817.8-0934,bll
638,J0818.2+4223,bll,J0818.2+4222,bll,J0818.2+4222,bll,J0818.2+4222,bll,J0818.2+4222,bll
639,J0818.8+2751,bll,J0819.0+2746,bll,J0819.0+2746,bll,J0819.0+2746,bll,J0819.0+2746,bll
640,J0820.4+3640,bll,J0820.3+3639,bll,J0820.3+3639,bll,J0820.3+3639,bll,J0820.3+3639,bll
641,J0820.9-1258,bll,J0820.9-1258,bll,J0820.9-1258,bll,J0820.9-1258,bll,J0820.9-1258,bll
642,J0822.9+4041,fsrq,J0823.1+4042,fsrq,J0823.1+4042,fsrq,J0823.1+4042,fsrq,J0823.1+4042,fsrq
643,J0824.1+2434,fsrq,J0824.4+2440,fsrq,J0824.4+2440,fsrq,J0824.4+2440,fsrq,J0824.4+2440,fsrq
644,J0824.9+5551,fsrq,J0824.7+5552,fsrq,J0824.7+5552,fsrq,J0824.7+5552,fsrq,J0824.7+5552,fsrq
645,J0824.9+3916,fsrq,J0824.9+3915,fsrq,J0824.9+3915,fsrq,J0824.9+3915,fsrq,J0824.9+3915,fsrq
646,J0825.8-3217,bcu,J0825.9-3218,bcu,J0825.9-3218,bcu,J0825.9-3218,bcu,J0825.9-3218,bcu
647,J0825.9-2230,bll,J0825.9-2230,bll,J0825.9-2230,bll,J0825.9-2230,bll,J0825.9-2230,bll
648,J0826.0+0307,bll,J0825.8+0309,bll,J0825.8+0309,bll,J0825.8+0309,bll,J0825.8+0309,bll
649,J0827.2-0711,bcu,J0827.0-0708,bll,J0827.0-0708,bll,J0827.0-0708,bll,J0827.0-0708,bll
650,J0828.5+5217,fsrq,J0827.8+5221,fsrq,J0827.8+5221,fsrq,J0827.8+5221,fsrq,J0827.8+5221,fsrq
651,J0828.8-2420,bcu,J0828.7-2422,bll,J0828.7-2422,bll,J0828.7-2422,bll,J0828.7-2422,bll
652,J0829.3+0901,fsrq,J0829.4+0857,fsrq,J0829.4+0857,fsrq,J0829.4+0857,fsrq,J0829.4+0857,fsrq
653,J0829.6-1137,bcu,J0829.6-1140,bcu,J0829.6-1140,bcu,J0829.6-1140,bcu,J0829.6-1140,bcu
654,J0830.3-5855,bcu,J0829.7-5856,bcu,J0829.7-5856,bcu,J0829.7-5856,bcu,J0829.7-5856,bcu
655,J0830.7+2408,FSRQ,J0830.8+2410,FSRQ,J0830.8+2410,FSRQ,J0830.8+2410,FSRQ,J0830.8+2410,FSRQ
656,J0831.9+0430,bll,J0831.8+0429,bll,J0831.8+0429,bll,J0831.8+0429,bll,J0831.8+0429,bll
657,J0832.6+4914,bll,J0832.4+4912,bll,J0832.4+4912,bll,J0832.4+4912,bll,J0832.4+4912,bll
658,J0834.1+4223,fsrq,J0833.9+4223,fsrq,J0833.9+4223,fsrq,J0833.9+4223,fsrq,J0833.9+4223,fsrq
659,J0834.7+4403,bll,J0834.6+4402,bll,J0834.6+4402,bll,J0834.6+4402,bll,J0834.6+4402,bll
660,J0835.3-4510,PSR,J0835.3-4510,PSR,J0835.3-4510,PSR,J0835.3-4510,PSR,J0835.3-4510,PSR
661,J0835.4+0930,bll,J0835.7+0936,bll,J0835.7+0936,bll,J0835.7+0936,bll,J0835.7+0936,bll
662,J0836.3+2143,bcu,J0836.2+2141,bcu,J0836.2+2141,bcu,J0836.2+2141,bcu,J0836.2+2141,bcu
663,J0836.5-2020,fsrq,J0836.5-2026,fsrq,J0836.5-2026,fsrq,J0836.5-2026,fsrq,J0836.5-2026,fsrq
664,J0839.5+0102,fsrq,J0839.8+0105,fsrq,J0839.8+0105,fsrq,J0839.8+0105,fsrq,J0839.8+0105,fsrq
665,J0839.6+3538,bll,J0839.7+3540,bll,J0839.7+3540,bll,J0839.7+3540,bll,J0839.7+3540,bll
666,J0839.6+1803,bll,J0839.4+1803,bll,J0839.4+1803,bll,J0839.4+1803,bll,J0839.4+1803,bll
667,J0840.8+1315,ssrq,J0840.8+1317,ssrq,J0840.8+1317,ssrq,J0840.8+1317,ssrq,J0840.8+1317,ssrq
668,J0841.3-3554,bcu,J0841.3-3554,bll,J0841.3-3554,bll,J0841.3-3554,bll,J0841.3-3554,bll
669,J0841.4+7053,FSRQ,J0841.3+7053,FSRQ,J0841.3+7053,FSRQ,J0841.3+7053,FSRQ,J0841.3+7053,FSRQ
670,J0842.0-6055,bcu,J0842.3-6053,bcu,J0842.3-6053,bcu,J0842.3-6053,bcu,J0842.3-6053,bcu
671,J0843.9+5311,bll,J0844.2+5312,bll,J0844.2+5312,bll,J0844.2+5312,bll,J0844.2+5312,bll
672,J0845.1-5458,bcu,J0844.9-5458,bll,J0844.9-5458,bll,J0844.9-5458,bll,J0844.9-5458,bll
673,J0846.9-2336,bll,J0847.0-2336,bcu,J0847.0-2336,bcu,J0847.0-2336,bll,J0847.0-2336,bll
674,J0847.1+1134,bll,J0847.2+1134,bll,J0847.2+1134,bll,J0847.2+1134,bll,J0847.2+1134,bll
675,J0849.1+6607,bll,J0849.1+6607,bll,J0849.1+6607,bll,J0849.1+6607,bll,J0849.1+6607,bll
676,J0849.3+0458,bll,J0849.5+0456,bll,J0849.5+0456,bll,J0849.5+0456,bll,J0849.5+0456,bll
677,J0849.5-2912,bcu,J0849.4-2911,bcu,J0849.4-2911,bcu,J0849.4-2911,bcu,J0849.4-2911,bcu
678,J0849.9-3540,bcu,J0849.8-3541,bcu,J0849.8-3541,bcu,J0849.8-3541,bcu,J0849.8-3541,bcu
679,J0849.9+5108,NLSY1,J0850.0+5108,NLSY1,J0850.0+5108,NLSY1,J0850.0+5108,NLSY1,J0850.0+5108,NLSY1
680,J0850.0+4855,bll,J0850.0+4855,bll,J0850.0+4855,bll,J0850.0+4855,bll,J0850.0+4855,bll
681,J0850.2-1214,fsrq,J0850.1-1212,fsrq,J0850.1-1212,fsrq,J0850.1-1212,fsrq,J0850.1-1212,fsrq
682,J0850.2+3500,bll,J0850.5+3455,bll,J0850.5+3455,bll,J0850.5+3455,bll,J0850.5+3455,bll
683,J0851.8+5531,bll,J0851.5+5528,bll,J0851.5+5528,bll,J0851.5+5528,bll,J0851.5+5528,bll
684,J0852.6-5756,bcu,J0852.5-5755,bcu,J0852.5-5755,bcu,J0852.5-5755,bcu,J0852.5-5755,bcu
685,J0853.0-3654,bcu,J0853.1-3657,bcu,J0853.1-3657,bcu,J0853.1-3657,bcu,J0853.1-3657,bcu
686,J0854.2+4408,bll,J0854.3+4408,bll,J0854.3+4408,bll,J0854.3+4408,bll,J0854.3+4408,bll
687,J0854.8+2006,BLL,J0854.8+2006,BLL,J0854.8+2006,BLL,J0854.8+2006,BLL,J0854.8+2006,BLL
688,J0855.2-0718,bcu,J0855.4-0714,bcu,J0855.4-0714,bcu,J0855.4-0714,bcu,J0855.4-0714,bcu
689,J0856.5+2057,bll,J0856.8+2056,bll,J0856.8+2056,bll,J0856.8+2056,bll,J0856.8+2056,bll
690,J0856.7-1105,bll,J0856.6-1105,bll,J0856.6-1105,bll,J0856.6-1105,bll,J0856.6-1105,bll
691,J0858.1-1951,bcu,J0857.9-1949,fsrq,J0857.9-1949,fsrq,J0857.9-1949,fsrq,J0857.9-1949,fsrq
692,J0858.1-3130,bcu,J0858.0-3130,unk,J0858.0-3130,unk,J0858.0-3130,bll,J0858.0-3130,bll
693,J0859.1+6219,bll,J0859.4+6218,bll,J0859.4+6218,bll,J0859.4+6218,bll,J0859.4+6218,bll
694,J0902.4+2050,bll,J0902.4+2051,bll,J0902.4+2051,bll,J0902.4+2051,bll,J0902.4+2051,bll
695,J0903.1+4649,fsrq,J0903.1+4652,fsrq,J0903.1+4652,fsrq,J0903.1+4652,fsrq,J0903.1+4652,fsrq
696,J0904.3+4240,bcu,J0904.6+4238,fsrq,J0904.6+4238,fsrq,J0904.6+4238,fsrq,J0904.6+4238,fsrq
697,J0904.8-5734,bcu,J0904.9-5734,bcu,J0904.9-5734,bcu,J0904.9-5734,bcu,J0904.9-5734,bcu
698,J0904.8-3516,bcu,J0904.5-3513,bcu,J0904.5-3513,bcu,J0904.5-3513,bcu,J0904.5-3513,bcu
699,J0905.5+1358,bll,J0905.6+1358,bll,J0905.6+1358,bll,J0905.6+1358,bll,J0905.6+1358,bll
700,J0906.3-0906,bll,J0906.3-0905,bll,J0906.3-0905,bll,J0906.3-0905,bll,J0906.3-0905,bll
701,J0908.4-4916,PSR,J0908.7-4911,PSR,J0908.7-4911,PSR,J0908.7-4911,PSR,J0908.7-4911,PSR
702,J0909.0+2310,bll,J0908.9+2311,bll,J0908.9+2311,bll,J0908.9+2311,bll,J0908.9+2311,bll
703,J0909.1+0121,fsrq,J0909.1+0121,fsrq,J0909.1+0121,fsrq,J0909.1+0121,fsrq,J0909.1+0121,fsrq
704,J0909.6+0157,bll,J0909.6+0159,bll,J0909.6+0159,bll,J0909.6+0159,bll,J0909.6+0159,bll
705,J0909.8-0229,fsrq,J0909.7-0230,fsrq,J0909.7-0230,fsrq,J0909.7-0230,fsrq,J0909.7-0230,fsrq
706,J0910.5+3329,bll,J0910.6+3329,bll,J0910.6+3329,bll,J0910.6+3329,bll,J0910.6+3329,bll
707,J0910.7+3858,bll,J0910.8+3859,bll,J0910.8+3859,bll,J0910.8+3859,bll,J0910.8+3859,bll
708,J0910.9+2248,fsrq,J0910.6+2247,fsrq,J0910.6+2247,fsrq,J0910.6+2247,fsrq,J0910.6+2247,fsrq
709,J0911.8+3351,bll,J0911.7+3349,bll,J0911.7+3349,bll,J0911.7+3349,bll,J0911.7+3349,bll
710,J0912.2+4126,fsrq,J0912.2+4127,fsrq,J0912.2+4127,fsrq,J0912.2+4127,fsrq,J0912.2+4127,fsrq
711,J0912.2-6452,glc,J0912.1-6449,glc,J0912.1-6449,glc,J0912.1-6449,glc,J0912.1-6449,glc
712,J0912.4+2800,bll,J0912.2+2800,bll,J0912.2+2800,bll,J0912.2+2800,bll,J0912.2+2800,bll
713,J0912.6-2757,bcu,J0912.2-2751,bcu,J0912.2-2751,bcu,J0912.2-2751,bcu,J0912.2-2751,bcu
714,J0912.7+1556,bll,J0912.5+1556,bll,J0912.5+1556,bll,J0912.5+1556,bll,J0912.5+1556,bll
715,J0912.9-2104,bll,J0912.9-2102,bll,J0912.9-2102,bll,J0912.9-2102,bll,J0912.9-2102,bll
716,J0915.0+5844,bcu,J0914.8+5846,bll,J0914.8+5846,bll,J0914.8+5846,bll,J0914.8+5846,bll
717,J0915.8+2933,bll,J0915.9+2933,bll,J0915.9+2933,bll,J0915.9+2933,bll,J0915.9+2933,bll
718,J0916.3+3857,fsrq,J0916.7+3856,fsrq,J0916.7+3856,fsrq,J0916.7+3856,fsrq,J0916.7+3856,fsrq
719,J0917.3-0344,bcu,J0917.3-0342,bll,J0917.3-0342,bll,J0917.3-0342,bll,J0917.3-0342,bll
720,J0920.9+4442,fsrq,J0920.9+4441,fsrq,J0920.9+4441,fsrq,J0920.9+4441,fsrq,J0920.9+4441,fsrq
721,J0921.0-2258,bcu,J0920.9-2256,bll,J0920.9-2256,bll,J0920.9-2256,bll,J0920.9-2256,bll
722,J0921.8+6215,fsrq,J0921.6+6216,fsrq,J0921.6+6216,fsrq,J0921.6+6216,fsrq,J0921.6+6216,fsrq
723,J0922.4-0529,fsrq,J0922.4-0528,fsrq,J0922.4-0528,fsrq,J0922.4-0528,fsrq,J0922.4-0528,fsrq
724,J0922.8-3959,bcu,J0922.7-3959,bcu,J0922.7-3959,fsrq,J0922.7-3959,fsrq,J0922.7-3959,fsrq
725,J0923.1+3853,bcu,J0923.5+3852,bcu,J0923.5+3852,bcu,J0923.5+3852,bcu,J0923.5+3852,bcu
726,J0923.3+4127,fsrq,J0923.5+4125,fsrq,J0923.5+4125,fsrq,J0923.5+4125,fsrq,J0923.5+4125,fsrq
727,J0924.0+2816,fsrq,J0924.0+2816,fsrq,J0924.0+2816,fsrq,J0924.0+2816,fsrq,J0924.0+2816,fsrq
728,J0924.2+0534,bll,J0924.0+0534,bll,J0924.0+0534,bll,J0924.0+0534,bll,J0924.0+0534,bll
729,J0925.6+5959,bll,J0925.7+5959,bll,J0925.7+5959,bll,J0925.7+5959,bll,J0925.7+5959,bll
730,J0925.7+3129,bll,J0925.7+3126,bll,J0925.7+3126,bll,J0925.7+3126,bll,J0925.7+3126,bll
731,J0926.3+5409,bll,J0926.4+5412,bll,J0926.4+5412,bll,J0926.4+5412,bll,J0926.4+5412,bll
732,J0927.9-2037,fsrq,J0928.1-2035,fsrq,J0928.1-2035,fsrq,J0928.1-2035,fsrq,J0928.1-2035,fsrq
733,J0928.5+4048,bll,J0928.5+4048,bll,J0928.5+4048,bll,J0928.5+4048,bll,J0928.5+4048,bll
734,J0928.9-3530,bcu,J0928.7-3529,bcu,J0928.7-3529,bll,J0928.7-3529,bll,J0928.7-3529,bll
735,J0929.4+5013,bll,J0929.3+5014,bll,J0929.3+5014,bll,J0929.3+5014,bll,J0929.3+5014,bll
736,J0930.0+4951,bll,J0930.5+4951,bll,J0930.5+4951,bll,J0930.5+4951,bll,J0930.5+4951,bll
737,J0930.2+8612,bll,J0930.3+8612,bll,J0930.3+8612,bll,J0930.3+8612,bll,J0930.3+8612,bll
738,J0930.9-1904,PSR,J0931.2-1906,PSR,J0931.2-1906,PSR,J0931.2-1906,MSP,J0931.2-1906,MSP
739,J0934.1+3933,bll,J0934.3+3926,bll,J0934.3+3926,bll,J0934.3+3926,bll,J0934.3+3926,bll
740,J0937.7+5008,fsrq,J0937.1+5008,fsrq,J0937.1+5008,fsrq,J0937.1+5008,fsrq,J0937.1+5008,fsrq
741,J0939.2-1732,bcu,J0939.3-1732,bcu,J0939.3-1732,bcu,J0939.3-1732,bcu,J0939.3-1732,bcu
742,J0939.9-2831,bcu,J0940.0-2828,bcu,J0940.0-2828,bcu,J0940.0-2828,bcu,J0940.0-2828,bcu
743,J0940.7-6102,bcu,J0940.7-6105,bcu,J0940.7-6105,bcu,J0940.7-6105,bcu,J0940.7-6105,bcu
744,J0940.9-1337,fsrq,J0940.9-1335,fsrq,J0940.9-1335,fsrq,J0940.9-1335,fsrq,J0940.9-1335,fsrq
745,J0941.6+2727,fsrq,J0941.9+2724,bll,J0941.9+2724,bll,J0941.9+2724,bll,J0941.9+2724,bll
746,J0942.1-0756,bll,J0942.3-0800,bll,J0942.3-0800,bll,J0942.3-0800,bll,J0942.3-0800,bll
747,J0945.9+5756,bll,J0945.7+5759,bll,J0945.7+5759,bll,J0945.7+5759,bll,J0945.7+5759,bll
748,J0946.2+0103,bll,J0946.2+0104,bll,J0946.2+0104,bll,J0946.2+0104,bll,J0946.2+0104,bll
749,J0946.5+1017,fsrq,J0946.6+1016,fsrq,J0946.6+1016,fsrq,J0946.6+1016,fsrq,J0946.6+1016,fsrq
750,J0947.1-2542,bcu,J0947.1-2541,bll,J0947.1-2541,bll,J0947.1-2541,bll,J0947.1-2541,bll
751,J0948.6+4041,fsrq,J0949.0+4038,fsrq,J0949.0+4038,fsrq,J0949.0+4038,fsrq,J0949.0+4038,fsrq
752,J0948.8+0021,NLSY1,J0948.9+0022,NLSY1,J0948.9+0022,NLSY1,J0948.9+0022,NLSY1,J0948.9+0022,NLSY1
753,J0950.1+4554,bll,J0950.2+4553,bll,J0950.2+4553,bll,J0950.2+4553,bll,J0950.2+4553,bll
754,J0953.0-0839,bll,J0953.0-0840,bll,J0953.0-0840,bll,J0953.0-0840,bll,J0953.0-0840,bll
755,J0953.1-7657c,bcu,J0953.4-7659,bcu,J0953.4-7659,bcu,J0953.4-7659,bll,J0953.4-7659,bll
756,J0954.2+4913,bll,J0954.2+4913,bll,J0954.2+4913,bll,J0954.2+4913,bll,J0954.2+4913,bll
757,J0955.4+6940,sbg,J0955.7+6940,sbg,J0955.7+6940,sbg,J0955.7+6940,sbg,J0955.7+6940,sbg
758,J0955.6-6148,psr,J0955.4-6151,PSR,J0955.4-6151,PSR,J0955.4-6151,MSP,J0955.4-6151,MSP
759,J0956.6+2515,fsrq,J0956.7+2516,fsrq,J0956.7+2516,fsrq,J0956.7+2516,fsrq,J0956.7+2516,fsrq
760,J0957.4+4728,fsrq,J0958.0+4728,fsrq,J0958.0+4728,fsrq,J0958.0+4728,fsrq,J0958.0+4728,fsrq
761,J0957.5-1351,fsrq,J0957.3-1348,fsrq,J0957.3-1348,fsrq,J0957.3-1348,fsrq,J0957.3-1348,fsrq
762,J0957.6+5523,fsrq,J0957.6+5523,fsrq,J0957.6+5523,fsrq,J0957.6+5523,fsrq,J0957.6+5523,fsrq
763,J0958.3-0318,bll,J0958.0-0319,bll,J0958.0-0319,bll,J0958.0-0319,bll,J0958.0-0319,bll
764,J0958.4-6752,bcu,J0958.1-6753,bcu,J0958.1-6753,bcu,J0958.1-6753,bcu,J0958.1-6753,bcu
765,J0958.6+6534,bll,J0958.7+6534,BLL,J0958.7+6534,BLL,J0958.7+6534,BLL,J0958.7+6534,BLL
766,J0958.6-2447,bcu,J0958.4-2441,bcu,J0958.4-2441,bcu,J0958.4-2441,bcu,J0958.4-2441,bcu
767,J0959.7+2124,bll,J0959.4+2120,bll,J0959.4+2120,bll,J0959.4+2120,bll,J0959.4+2120,bll
768,J1001.0+2913,bll,J1001.1+2911,bll,J1001.1+2911,bll,J1001.1+2911,bll,J1001.1+2911,bll
769,J1002.3+2220,bll,J1002.5+2215,bll,J1002.5+2215,bll,J1002.5+2215,bll,J1002.5+2215,bll
770,J1003.6+2608,bcu,J1003.6+2605,bll,J1003.6+2605,bll,J1003.6+2605,bll,J1003.6+2605,bll
771,J1006.7+3453,bll,J1007.0+3455,bll,J1007.0+3455,bll,J1007.0+3455,bll,J1007.0+3455,bll
772,J1006.7-2159,fsrq,J1006.7-2159,fsrq,J1006.7-2159,fsrq,J1006.7-2159,fsrq,J1006.7-2159,fsrq
773,J1007.4-3334,fsrq,J1007.6-3332,fsrq,J1007.6-3332,fsrq,J1007.6-3332,fsrq,J1007.6-3332,fsrq
774,J1007.8+0026,bcu,J1008.0+0028,bcu,J1008.0+0028,bcu,J1008.0+0028,bll,J1008.0+0028,bll
775,J1007.9+0621,bll,J1008.0+0620,bll,J1008.0+0620,bll,J1008.0+0620,bll,J1008.0+0620,bll
776,J1008.9-2910,bcu,J1008.7-2909,bcu,J1008.7-2909,bcu,J1008.7-2909,bcu,J1008.7-2909,bcu
777,J1009.0-3137,bcu,J1008.8-3139,bcu,J1008.8-3139,bll,J1008.8-3139,bll,J1008.8-3139,bll
778,J1010.2-3120,bll,J1010.2-3119,bll,J1010.2-3119,bll,J1010.2-3119,bll,J1010.2-3119,bll
779,J1010.8-0158,fsrq,J1010.8-0158,fsrq,J1010.8-0158,fsrq,J1010.8-0158,fsrq,J1010.8-0158,fsrq
780,J1012.0-4235,psr,J1012.1-4235,PSR,J1012.1-4235,PSR,J1012.1-4235,MSP,J1012.1-4235,MSP
781,J1012.2+0631,bll,J1012.3+0629,bll,J1012.3+0629,bll,J1012.3+0629,bll,J1012.3+0629,bll
782,J1012.7+4229,bll,J1012.7+4228,agn,J1012.7+4228,agn,J1012.7+4228,bll,J1012.7+4228,bll
783,J1013.5+3440,fsrq,J1013.7+3444,fsrq,J1013.7+3444,fsrq,J1013.7+3444,fsrq,J1013.7+3444,fsrq
784,J1014.2+4115,bcu,J1014.3+4112,bcu,J1014.3+4112,bcu,J1014.3+4112,bcu,J1014.3+4112,bcu
785,J1015.0+4925,bll,J1015.0+4926,bll,J1015.0+4926,bll,J1015.0+4926,bll,J1015.0+4926,bll
786,J1015.2-4512,bcu,J1014.9-4508,bcu,J1014.9-4508,bcu,J1014.9-4508,bcu,J1014.9-4508,bcu
787,J1016.0+0513,fsrq,J1016.0+0512,fsrq,J1016.0+0512,fsrq,J1016.0+0512,fsrq,J1016.0+0512,fsrq
788,J1016.1+5555,bcu,J1015.6+5553,fsrq,J1015.6+5553,fsrq,J1015.6+5553,fsrq,J1015.6+5553,fsrq
789,J1016.3-5858,PSR,J1016.3-5857,PSR,J1016.3-5857,PSR,J1016.3-5857,PSR,J1016.3-5857,PSR
790,J1018.1+1904,bll,J1018.1+1905,bll,J1018.1+1905,bll,J1018.1+1905,bll,J1018.1+1905,bll
791,J1018.3+3542,fsrq,J1018.4+3540,fsrq,J1018.4+3540,fsrq,J1018.4+3540,fsrq,J1018.4+3540,fsrq
792,J1018.4-3119,fsrq,J1018.3-3124,fsrq,J1018.3-3124,fsrq,J1018.3-3124,fsrq,J1018.3-3124,fsrq
793,J1018.5+0530,fsrq,J1018.4+0528,fsrq,J1018.4+0528,fsrq,J1018.4+0528,fsrq,J1018.4+0528,fsrq
794,J1018.8+5913,bll,J1018.8+5913,bll,J1018.8+5913,bll,J1018.8+5913,bll,J1018.8+5913,bll
795,J1018.9-5856,HMB,J1018.9-5856,HMB,J1018.9-5856,HMB,J1018.9-5856,HMB,J1018.9-5856,HMB
796,J1020.0-5749,PSR,J1019.8-5749,PSR,J1019.8-5749,PSR,J1019.8-5749,PSR,J1019.8-5749,PSR
797,J1020.0+6323,bll,J1019.7+6321,bll,J1019.7+6321,bll,J1019.7+6321,bll,J1019.7+6321,bll
798,J1021.8+8023,bcu,J1021.4+8021,bcu,J1021.4+8021,bcu,J1021.4+8021,bcu,J1021.4+8021,bcu
799,J1022.3-4234,bcu,J1022.4-4231,bll,J1022.4-4231,bll,J1022.4-4231,bll,J1022.4-4231,bll
800,J1022.8-0113,bll,J1022.7-0112,bll,J1022.7-0112,bll,J1022.7-0112,bll,J1022.7-0112,bll
801,J1023.1+3952,fsrq,J1023.1+3949,fsrq,J1023.1+3949,fsrq,J1023.1+3949,fsrq,J1023.1+3949,fsrq
802,J1023.1-5745,PSR,J1023.0-5745,PSR,J1023.0-5745,PSR,J1023.0-5745,PSR,J1023.0-5745,PSR
803,J1023.1-5745,PSR,J1023.0-5745,PSR,J1023.0-5745,PSR,J1023.3-5747e,SFR,J1023.0-5745,PSR
804,J1023.1-5745,PSR,J1023.0-5745,PSR,J1023.3-5747e,SFR,J1023.0-5745,PSR,J1023.0-5745,PSR
805,J1023.1-5745,PSR,J1023.0-5745,PSR,J1023.3-5747e,SFR,J1023.3-5747e,SFR,J1023.0-5745,PSR
806,J1023.1-5745,PSR,J1023.3-5747e,SFR,J1023.0-5745,PSR,J1023.0-5745,PSR,J1023.0-5745,PSR
807,J1023.1-5745,PSR,J1023.3-5747e,SFR,J1023.0-5745,PSR,J1023.3-5747e,SFR,J1023.0-5745,PSR
808,J1023.1-5745,PSR,J1023.3-5747e,SFR,J1023.3-5747e,SFR,J1023.0-5745,PSR,J1023.0-5745,PSR
809,J1023.1-5745,PSR,J1023.3-5747e,SFR,J1023.3-5747e,SFR,J1023.3-5747e,SFR,J1023.0-5745,PSR
810,J1023.7+3000,bll,J1023.8+3002,bll,J1023.8+3002,bll,J1023.8+3002,bll,J1023.8+3002,bll
811,J1023.9-4335,bll,J1023.8-4335,bll,J1023.8-4335,bll,J1023.8-4335,bll,J1023.8-4335,bll
812,J1024.6-0718,PSR,J1024.5-0719,PSR,J1024.5-0719,PSR,J1024.5-0719,MSP,J1024.5-0719,MSP
813,J1025.1+2333,bll,J1024.8+2332,bll,J1024.8+2332,bll,J1024.8+2332,bll,J1024.8+2332,bll
814,J1026.4-8542,bll,J1027.0-8542,bll,J1027.0-8542,bll,J1027.0-8542,bll,J1027.0-8542,bll
815,J1026.5+7423,bcu,J1027.2+7427,bcu,J1027.2+7427,bcu,J1027.2+7427,bcu,J1027.2+7427,bcu
816,J1026.9-1750,bll,J1026.9-1749,bll,J1026.9-1749,bll,J1026.9-1749,bll,J1026.9-1749,bll
817,J1027.0+0609,bll,J1026.9+0608,bll,J1026.9+0608,bll,J1026.9+0608,bll,J1026.9+0608,bll
818,J1027.7+6316,bll,J1027.6+6317,bll,J1027.6+6317,bll,J1027.6+6317,bll,J1027.6+6317,bll
819,J1028.0+1829,bcu,J1027.6+1828,bcu,J1027.6+1828,bcu,J1027.6+1828,bcu,J1027.6+1828,bcu
820,J1028.4-5819,PSR,J1028.5-5819,PSR,J1028.5-5819,PSR,J1028.5-5819,PSR,J1028.5-5819,PSR
821,J1028.5-0235,fsrq,J1028.4-0234,fsrq,J1028.4-0234,fsrq,J1028.4-0234,fsrq,J1028.4-0234,fsrq
822,J1030.4-2030,bcu,J1030.6-2028,bcu,J1030.6-2028,bll,J1030.6-2028,bll,J1030.6-2028,bll
823,J1031.0+7440,bcu,J1031.1+7442,bll,J1031.1+7442,bll,J1031.1+7442,bll,J1031.1+7442,bll
824,J1031.2+5053,bll,J1031.3+5053,bll,J1031.3+5053,bll,J1031.3+5053,bll,J1031.3+5053,bll
825,J1031.6+6021,fsrq,J1031.6+6019,fsrq,J1031.6+6019,fsrq,J1031.6+6019,fsrq,J1031.6+6019,fsrq
826,J1032.5+6623,bll,J1032.7+6624,bll,J1032.7+6624,bll,J1032.7+6624,bll,J1032.7+6624,bll
827,J1032.7+3735,bll,J1032.6+3737,bll,J1032.6+3737,bll,J1032.6+3737,bll,J1032.6+3737,bll
828,J1033.2+4116,fsrq,J1033.1+4115,fsrq,J1033.1+4115,fsrq,J1033.1+4115,fsrq,J1033.1+4115,fsrq
829,J1033.8+6051,FSRQ,J1033.9+6050,FSRQ,J1033.9+6050,FSRQ,J1033.9+6050,FSRQ,J1033.9+6050,FSRQ
830,J1035.2+5545,bcu,J1035.3+5541,bcu,J1035.3+5541,bcu,J1035.3+5541,bcu,J1035.3+5541,bcu
831,J1036.0-8317,psr,J1036.5-8318,PSR,J1036.5-8318,PSR,J1036.5-8318,MSP,J1036.5-8318,MSP
832,J1037.0-2934,fsrq,J1037.4-2933,fsrq,J1037.4-2933,fsrq,J1037.4-2933,fsrq,J1037.4-2933,fsrq
833,J1037.5-2821,fsrq,J1037.7-2822,fsrq,J1037.7-2822,fsrq,J1037.7-2822,fsrq,J1037.7-2822,fsrq
834,J1037.5+5711,bll,J1037.7+5711,bll,J1037.7+5711,bll,J1037.7+5711,bll,J1037.7+5711,bll
835,J1038.9-5311,bcu,J1038.8-5312,fsrq,J1038.8-5312,fsrq,J1038.8-5312,fsrq,J1038.8-5312,fsrq
