,3FGL,CLASS1-3FGL,3FGL-BSL,3FGL-1FGL,3FGL-2FGL
1527,J1246.7-2547,fsrq,J1246.6-2544,J1246.7-2545,J1246.7-2546
1528,J1247.0+4421,bll,,,
1529,J1248.0+5130,bll,,,
1530,J1248.2+5820,bll,J1248.7+5811,J1248.2+5820,J1248.2+5820
1531,J1249.1-2808,,,J1249.3-2812,J1249.5-2811
1532,J1249.5-0546,,,,
1533,J1249.7+3705,bll,,J1249.8+3706,J1249.9+3705
1534,J1250.2-0233,,,,
1535,J1250.5+0217,bll,,,
1536,J1251.0-0203,bcu,,,
1537,J1251.0-4943,,,J1250.9-4940,
1538,J1251.3+1041,bll,,J1251.3+1044,J1251.2+1045
1539,J1253.2+5300,bll,J1253.4+5300,J1253.0+5301,J1253.1+5302
1540,J1253.7+0327,bll,,J1253.7+0326,
1541,J1254.1-2203,bcu,,,J1254.2-2203
1542,J1254.1+6240,bll,,J1254.0+6236,J1254.1+6237
1543,J1254.5+2210,bll,,J1254.4+2209,J1254.4+2209
1544,J1254.9-4423,bll,,,
1545,J1256.1-0547,FSRQ,J1256.1-0547,J1256.2-0547,J1256.1-0547
1546,J1256.1-5703,,,,
1547,J1256.1-5919,bcu,,J1256.1-5922,
1548,J1256.3-1146,bcu,,J1256.5-1148,J1256.5-1145
1549,J1256.7+5328,bcu,,,
1550,J1256.9+3649,bll,,J1256.9+3650,J1257.0+3650
1551,J1257.0-6338,,,J1256.9-6337c,
1552,J1258.0+6120,bll,,,
1553,J1258.1+3233,fsrq,,J1258.3+3227,J1258.2+3231
1554,J1258.4+2123,,,J1258.3+2125,
1555,J1258.6-1800,fsrq,,J1258.4-1802,J1258.4-1801
1556,J1258.7-2219,fsrq,,J1258.7-2221,J1258.8-2223
1557,J1258.7+5137,bcu,,,
1558,J1259.0-2310,bcu,,,
1559,J1259.3-8151,,,,
1560,J1259.5-3231,,,,
1561,J1259.8-3749,bcu,,J1300.9-3745,J1259.8-3749
1562,J1300.2+1416,fsrq,,,
1563,J1301.5+3333,,,,J1301.6+3331
1564,J1301.6+0832,PSR,,J1301.8+0837,J1301.5+0835
1565,J1302.3-3259,PSR,,J1302.3-3255,J1302.4-3257
1566,J1302.6+5748,bcu,,,
1567,J1303.0-6312e,PWN,,,J1303.7-6316c
1568,J1303.0+2435,bll,,J1303.0+2433,J1303.1+2435
1569,J1303.7-4619,fsrq,,J1304.0-4622,J1303.5-4622
1570,J1304.2-2411,bcu,,,J1304.1-2415
1571,J1304.3-5535,bcu,,,J1303.8-5537
1572,J1304.3-4353,bll,,J1304.3-4352,J1304.3-4353
1573,J1304.6+1200,,,,J1305.0+1152
1574,J1304.8-0338,fsrq,,,
1575,J1304.9-2109,bcu,,,J1305.1-2110
1576,J1305.4-4926,sbg,,J1305.4-4928,J1305.8-4925
1577,J1305.5+7854,bll,,J1306.0+7852,J1305.7+7854
1578,J1305.7-6241,snr,,,
1579,J1306.4-6043,,,J1306.4-6038,J1306.2-6044
1580,J1306.8-2146,bcu,,,
1581,J1306.8-4031,,,J1307.0-4030,J1306.9-4028
1582,J1307.6-4300,bcu,,J1307.6-4259,J1307.5-4300
1583,J1308.1-6707,bcu,,J1307.3-6701,J1307.6-6704
1584,J1308.7+3545,fsrq,,J1308.5+3550,J1308.5+3547
1585,J1308.7-5738,,,,
1586,J1309.0+0347,,,,
1587,J1309.3+4304,bll,,J1309.5+4304,J1309.4+4304
1588,J1309.5+1154,bll,,J1309.2+1156,J1309.3+1154
1589,J1310.2-1159,bll,,,
1590,J1310.6+2446,bcu,,,
1591,J1310.6+3222,fsrq,J1310.6+3220,J1310.6+3222,J1310.6+3222
1592,J1310.7+5515,fsrq,,,
1593,J1311.0+0036,bll,,,J1310.9+0036
1594,J1311.8-3430,PSR,J1311.9-3419,J1311.7-3429,J1311.7-3429
1595,J1311.8-6230,,,,
1596,J1312.3+8513,,,,
1597,J1312.5-2155,bll,,J1312.4-2156,J1312.4-2157
1598,J1312.7+4828,agn,,J1312.4+4827,J1312.8+4828
1599,J1312.7+0051,PSR,,J1312.6+0048,J1312.7+0051
1600,J1312.7-2349,bcu,,,J1312.9-2351
1601,J1312.8-0424,fsrq,,,J1313.0-0425
1602,J1314.7-4237,bcu,,,
1603,J1314.8+2349,bll,,J1314.7+2346,J1314.6+2348
1604,J1315.1-5329,bcu,,J1314.9-5338,J1314.5-5330
1605,J1315.4+1130,bcu,,,
1606,J1315.7-0732,,,J1315.6-0729,J1315.6-0730
1607,J1316.0-3338,fsrq,,J1316.1-3341,J1315.9-3339
1608,J1316.2-6446,,,,J1312.0-6458
1609,J1317.6-6315,,,J1317.5-6318c,
1610,J1317.8+3429,fsrq,,J1317.8+3425,J1317.9+3426
1611,J1318.7-1232,bcu,,,J1318.9-1228
1612,J1319.3+1402,bll,,,
1613,J1319.6+7759,bcu,,,
1614,J1321.0+2215,fsrq,,J1321.1+2214,J1321.1+2215
1615,J1321.7+8312,fsrq,,J1321.3+8310,J1322.6+8313
1616,J1322.3+0839,bcu,,J1322.1+0838,
1617,J1322.6-1619,bcu,,,
1618,J1322.8-0938,fsrq,,J1322.7-0943,J1322.7-0938
1619,J1322.9+0435,bll,,,
1620,J1323.0+2942,bcu,,J1323.1+2942,J1323.0+2941
1621,J1323.2-3901,,,,
1622,J1323.9+1405,bll,,,
1623,J1324.0-4330e,RDG,,J1322.0-4515,J1324.0-4330e
1624,J1325.2-5411,,,,J1324.4-5411
1625,J1325.4-4301,RDG,J1325.4-4303,J1325.6-4300,J1325.6-4300
1626,J1326.1+2931,bll,,,
1627,J1326.2-4651,,,,
1628,J1326.6-5256,bll,J1326.6-5302,J1327.0-5257,J1326.7-5254
1629,J1326.7-4727,glc,,,J1326.4-4729
1630,J1326.8+2211,fsrq,,J1326.6+2213,J1326.8+2210
1631,J1327.9+2524,bll,,,
1632,J1328.5-4728,bcu,,J1328.2-4729,J1328.5-4728
1633,J1328.9-5607,bcu,J1328.8-5604,J1329.2-5605,J1329.2-5608
1634,J1329.1-0536,,,,J1329.3-0528
1635,J1329.8-6109,,,,J1329.7-6108
1636,J1330.0-3818,fsrq,,,
1637,J1330.0+4437,bll,,,
1638,J1330.1-7002,bcu,,J1330.7-7006,J1330.1-7002
1639,J1330.4+5641,,,,
1640,J1330.5+3023,css,,,
1641,J1330.6+7002,bll,,J1331.0+6957,J1330.9+7001
1642,J1330.9+5201,bcu,,J1331.0+5202,
1643,J1331.1-1328,bcu,,,
1644,J1331.5+1711,bll,,,
1645,J1331.8+4718,fsrq,,J1332.9+4728,J1332.7+4725
1646,J1332.0-0508,fsrq,J1331.7-0506,J1331.9-0506,J1332.0-0508
1647,J1332.6-1256,fsrq,,J1332.6-1255,J1332.5-1255
1648,J1332.8+2723,fsrq,,,J1332.7+2726
1649,J1333.7+5057,fsrq,J1333.3+5058,J1333.2+5056,J1333.5+5058
1650,J1333.8-4417,,,,
1651,J1334.3-4152,,,,
1652,J1335.1-5655,,,,J1335.4-5658
1653,J1335.2-4056,,,,J1335.3-4058
1654,J1335.4-2949,bll,,,
1655,J1337.6-1257,fsrq,,J1337.7-1255,J1337.7-1257
1656,J1338.6-2403,bcu,,,
1657,J1338.9+6532,fsrq,,,
1658,J1339.0+1153,bll,,J1338.9+1153,J1338.9+1152
1659,J1339.8-0133,fsrq,,,
1660,J1340.6+4412,bll,,J1340.6+4406,J1340.5+4407
1661,J1340.6-0408,bcu,,J1340.5-0413,J1340.5-0412
1662,J1341.0+3955,bll,,J1341.3+3951,
1663,J1341.5+5517,bll,,,
1664,J1341.9-2053,fsrq,,J1341.1-2045,J1341.3-2048
1665,J1342.4-6904,,,,
1666,J1342.7+0945,bcu,,,
1667,J1343.6+5753,fsrq,,J1342.7+5753,
1668,J1344.2-1724,fsrq,,J1344.2-1723,J1344.2-1723
1669,J1344.5-3655,bcu,,,
1670,J1345.1-6224,spp,,,
1671,J1345.1+1949,,,,
1672,J1345.6+4453,fsrq,,J1345.4+4453,J1345.4+4453
1673,J1345.8+0704,fsrq,,J1346.0+0703,J1345.9+0706
1674,J1345.9-3357,bcu,,,J1345.8-3356
1675,J1346.2-2608,,,,J1346.0-2605
1676,J1346.6-6027,rdg,,,J1346.6-6027
1677,J1346.9-2958,bcu,,,J1347.0-2956
1678,J1347.6-3754,fsrq,,J1347.8-3751,J1347.7-3752
1679,J1348.5-7150,,,,
1680,J1348.5-5833,,,,
1681,J1349.6-1133,fsrq,,,
1682,J1350.4-6224,,,,J1349.9-6222
1683,J1350.8+3035,fsrq,,J1351.0+3035,J1350.8+3035
1684,J1351.1-2743,,,,J1351.1-2749
1685,J1351.1+0030,fsrq,,,J1351.1+0032
1686,J1351.4+1115,bll,,J1351.5+1115,J1351.4+1115
1687,J1351.7-2913,bcu,,,J1351.3-2909
1688,J1351.8-1524,,,J1351.8-1523,
1689,J1353.1-4414,bll,,,J1352.6-4413
1690,J1353.2+1435,bll,,J1353.3+1434,J1353.3+1435
1691,J1353.5-6640,bll,,J1353.6-6640,J1353.5-6640
1692,J1354.5+3705,bll,,,J1354.5+3703
1693,J1355.0-1044,fsrq,J1355.0-1044,J1354.9-1041,J1354.7-1047
1694,J1356.3-4029,bcu,,,
1695,J1356.6-6428,PSR,,,J1356.0-6436
1696,J1357.5+0125,bll,,,J1358.0+0137
1697,J1357.6+7643,fsrq,,J1358.1+7646,J1358.1+7644
1698,J1358.5-6025,,,,J1358.8-6027c
1699,J1359.0+5544,fsrq,,J1359.1+5539,J1359.4+5541
1700,J1359.2+0204,fsrq,,,
1701,J1359.9-3746,bll,,J1400.1-3743,J1359.9-3746
1702,J1400.2-2413,,,,J1400.2-2412
1703,J1400.5-1437,psr,,,J1400.7-1438
1704,J1400.7-5605,bcu,,J1400.9-5559,J1400.6-5601
1705,J1402.7-3240,,,,
1706,J1403.1+1304,,,,
1707,J1404.3-5241,,,,J1404.0-5244
1708,J1404.7-5844,,,J1405.5-5846,
1709,J1404.8+6554,bll,,,
1710,J1404.8+0401,bll,,,J1405.1+0405
1711,J1405.4-6119,,,,J1405.5-6121
1712,J1406.0-2508,bcu,,J1406.2-2510,J1406.2-2510
1713,J1406.6+1644,bll,,,
1714,J1407.7-4256,bcu,,J1407.5-4256,J1407.5-4257
1715,J1408.0-2924,,,J1407.9-2928,J1407.4-2948
1716,J1408.8-0751,fsrq,,J1408.9-0751,J1408.8-0751
1717,J1409.2-3743,,,,
1718,J1409.7-6132,PSR,,J1410.3-6128c,J1409.9-6129
1719,J1410.4+2821,bll,,,J1410.3+2811
1720,J1410.9+7406,,,J1412.6+7406,
1721,J1411.1+3717,,,,
1722,J1411.4-0724,,,,
1723,J1411.8-5743,,,,J1411.9-5744
1724,J1412.0+5249,bcu,,,
1725,J1412.3-6635,,,,
1726,J1413.2-6518,sey,,,
1727,J1413.4-6205,PSR,J1413.1-6203,J1413.4-6205,J1413.4-6204
1728,J1415.0-1001,fsrq,,J1416.2-1001,
1729,J1415.2+4832,bll,,,
1730,J1416.0+1325,bcu,,,J1416.0+1323
1731,J1416.1-2417,bll,,,J1416.3-2415
1732,J1417.5-4402,,,J1417.7-4407,J1417.5-4404
1733,J1417.7-5026,,,J1417.7-5030,J1417.7-5028
1734,J1417.8+2540,bll,,J1417.8+2541,J1418.1+2539
1735,J1418.4-0233,bll,,J1418.3-0235,J1418.4-0234
1736,J1418.5+3543,BCU,,,
1737,J1418.6-6058,PSR,J1418.8-6058,J1418.7-6057,J1418.7-6058
1738,J1418.9+7731,bcu,,J1419.7+7731,J1419.4+7730
1739,J1419.1-5156,bcu,,,
1740,J1419.1-5534,,,,
1741,J1419.5-0836,bcu,,,J1419.4-0835
1742,J1419.5+0449,bll,,,
1743,J1419.8+3819,fsrq,,,J1419.4+3820
1744,J1419.9+5425,bll,,,J1420.2+5422
1745,J1420.0-6048,PSR,,J1420.1-6048,J1420.1-6047
1746,J1420.9-4615,,,,
1747,J1421.0-2431,,,,
1748,J1421.0-1122,bcu,,,J1421.1-1117
1749,J1421.8-7920,,,,
1750,J1422.4+3227,fsrq,,,
1751,J1422.4-6137,PSR,,,J1422.5-6137c
1752,J1422.8-7828,fsrq,,J1424.5-7847,
1753,J1422.8+5801,bll,,J1422.2+5757,
1754,J1424.3+0434,bll,,,
1755,J1424.3-1753,,,,J1424.2-1752
1756,J1424.6-6807,bcu,,,
1757,J1424.9+3615,bll,,J1425.0+3614,J1425.1+3615
1758,J1426.2+3402,bll,,J1426.0+3403,J1426.1+3406
1759,J1427.0+2347,BLL,J1427.1+2347,J1426.9+2347,J1427.0+2347
1760,J1427.2+1610,,,,
1761,J1427.6-3305,bll,,,J1427.4-3306
1762,J1427.8-3215,bcu,,,
1763,J1427.9-4206,FSRQ,,J1428.2-4204,J1428.0-4206
1764,J1428.5+4240,bll,,J1428.7+4239,J1428.6+4240
1765,J1429.8-5910,PSR,,J1429.9-5911,J1430.0-5909
1766,J1430.8-4434,,,,
1767,J1431.1-6425,,,,
1768,J1434.1+4203,fsrq,,J1433.9+4204,J1433.8+4205
1769,J1434.6+6640,bcu,,,
1770,J1434.6+1951,fsrq,,,
1771,J1435.2+2023,bll,,,J1435.1+2022
1772,J1436.8+5639,bll,,J1437.0+5640,J1437.1+5640
1773,J1436.8+2322,fsrq,,J1436.9+2314,J1436.9+2319
1774,J1438.6-4209,,,,
1775,J1438.7+3710,fsrq,,J1438.7+3711,J1438.7+3712
1776,J1439.2+3931,bll,,J1439.2+3930,J1439.2+3932
1777,J1440.0-3955,bcu,,,
1778,J1440.1+4955,bll,,,J1440.3+4948
1779,J1440.2-1538,bll,,J1441.7-1538,J1440.3-1540
1780,J1440.4-3845,bll,,,
1781,J1440.9+0610,bll,,J1440.9+0613,J1440.9+0611
1782,J1441.5-5955c,spp,,J1442.0-6000c,J1441.6-5956
1783,J1442.0+4348,bll,,J1442.1+4348,J1442.0+4352
1784,J1442.6+5156,rdg,,,
1785,J1442.8+1200,bll,,J1442.8+1158,J1442.7+1159
1786,J1443.9+2502,fsrq,,J1443.8+2457,J1444.1+2500
1787,J1444.0-3907,bll,,J1444.0-3906,J1443.9-3908
1788,J1444.0-7033,,,,
1789,J1445.0-0328,bll,,,
1790,J1445.7-5925,,,,
1791,J1446.1-1628,bll,,,
1792,J1446.6-4701,PSR,,J1446.8-4702,J1446.8-4701
1793,J1446.8-1831,bcu,,,
1794,J1447.3-5800,,,,J1446.6-5753
1795,J1448.0+3608,bll,,J1447.9+3608,J1448.0+3608
1796,J1450.4+0911,fsrq,,,
1797,J1450.9+5200,bll,,J1451.0+5204,J1451.0+5159
1798,J1451.2+6355,bll,,,
1799,J1454.0+1622,fsrq,,,
1800,J1454.2-3751,fsrq,,,
1801,J1454.5+5124,bll,,J1454.6+5125,J1454.4+5123
1802,J1456.7-6046,,,,
1803,J1457.4-3539,FSRQ,J1457.6-3538,J1457.5-3540,J1457.4-3540
1804,J1457.6-6249,,,,J1456.7-6247c
1805,J1457.6-5355,,,,
1806,J1458.7+3719,bll,,,
1807,J1458.7-2120,,,,J1458.5-2121
1808,J1459.4-6053,PSR,J1459.4-6056,J1459.4-6053,J1459.4-6054
1809,J1500.6+4750,bll,,,
1810,J1500.9+2238,bll,,J1501.1+2237,J1501.0+2238
1811,J1502.2+5553,,,,J1502.1+5548
1812,J1503.5-5801,,,J1503.4-5805c,J1503.9-5800c
1813,J1503.7+4759,bll,,J1503.3+4759,
1814,J1503.7-6426,bcu,,,
1815,J1503.7-1540,bll,,J1503.5-1544,J1503.7-1541
1816,J1504.4+1029,FSRQ,J1504.4+1030,J1504.4+1029,J1504.3+1029
1817,J1504.5-8242,bcu,,,
1818,J1505.0-3432,bll,,J1505.1-3435,J1504.9-3433
1819,J1505.1+0326,nlsy1,,J1505.0+0328,J1505.1+0324
1820,J1506.1+3728,fsrq,,J1505.8+3725,J1506.0+3729
1821,J1506.3+4332,bll,,,
1822,J1506.4-0340,,,,
1823,J1506.6-6219,,,,J1507.0-6223
1824,J1506.6+0811,bll,,,J1506.6+0806
1825,J1507.4+1725,bll,,,
1826,J1507.6-3710,bcu,,,
1827,J1508.6+2709,bll,,,J1508.5+2709
1828,J1508.7-4956,bcu,,,J1508.5-4957
1829,J1509.4-5850,PSR,J1509.5-5848,J1509.4-5850,J1509.6-5850
1830,J1509.7+5556,bll,,J1509.4+5602,J1509.7+5556
1831,J1509.9-2951,bcu,,,
1832,J1510.2-5754,,,J1510.8-5804c,
1833,J1510.9-0542,fsrq,J1511.2-0536,J1511.1-0545,J1510.9-0545
1834,J1511.8-0513,bcu,,J1511.8-0513,J1511.8-0513
1835,J1512.2+0202,fsrq,,J1512.3+0201,J1512.2+0201
1836,J1512.2-2255,bcu,,J1511.9-2253,
1837,J1512.3+6622,,,,
1838,J1512.3+8005,bcu,,,
1839,J1512.8-5639,,,,
1840,J1512.8-0906,FSRQ,J1512.7-0905,J1512.8-0906,J1512.8-0906
1841,J1513.1-1014,fsrq,,,
1842,J1513.3-3719,,,,
1843,J1513.4-2549,psr,,,J1513.5-2546
1844,J1513.5-3233,fsrq,,,J1513.6-3233
1845,J1513.8-6250c,,,,J1512.5-6247c
1846,J1513.9-5908,PSR,,J1513.2-5904,
1847,J1514.0-5915e,PWN,,J1514.7-5917,J1514.0-5915e
1848,J1514.1+2940,fsrq,,,
1849,J1514.2-4947,PSR,J1514.3-4946,J1514.1-4945,J1514.1-4946
1850,J1514.5-4750,fsrq,,J1514.1-4745,J1514.6-4751
1851,J1514.8+4446,fsrq,,J1514.7+4447,J1514.6+4449
1852,J1514.8-3623,bcu,,,
1853,J1516.7+3648,bll,,,J1517.2+3645
1854,J1516.9+1926,bll,,J1516.9+1928,J1516.9+1925
1855,J1517.0+2637,,,,
1856,J1517.6-4442,,,,
1857,J1517.6+6524,bll,,J1517.8+6530,J1518.0+6526
1858,J1517.6-2422,bll,J1517.9-2423,J1517.8-2423,J1517.7-2421
1859,J1518.0-2732,bcu,,,J1518.2-2733
1860,J1518.2-5232,,,J1518.0-5233,J1518.4-5233
1861,J1520.3+4209,fsrq,,J1519.7+4216,J1520.9+4209
1862,J1520.8-0348,bll,,J1521.0-0350,J1520.8-0349
1863,J1521.1+5543,bll,,,
1864,J1521.8+4340,fsrq,,,J1522.0+4348
1865,J1521.9-5736,PSR,,J1521.8-5734c,J1521.8-5735
1866,J1522.1+3144,fsrq,J1522.2+3143,J1522.1+3143,J1522.1+3144
1867,J1522.6-2730,bll,,J1522.6-2732,J1522.7-2731
1868,J1525.2-5905,bcu,,,
1869,J1525.8-0834,,,,
1870,J1526.3-4505,,,,
1871,J1527.0-3804,,,,
1872,J1528.1-2904,,,,
1873,J1528.3-5836,,,,J1528.0-5841
1874,J1528.7-2247,,,,
1875,J1529.5+6733,,,,
1876,J1531.0+5737,bll,,,J1531.0+5725
1877,J1531.8+4704,bll,,,
1878,J1532.0-2618,,,,
1879,J1532.0+3018,bll,,J1531.8+3018,
1880,J1532.7-1319,bcu,,,
1881,J1533.2+1852,bll,,,
1882,J1533.5+3416,bll,,,
1883,J1533.8-5231,,,,
1884,J1534.4+5323,bll,,,
1885,J1534.5+0128,fsrq,,,
1886,J1535.0+3721,bll,,,J1535.4+3720
1887,J1535.7+3920,bll,,,
1888,J1536.3-4949,psr,J1536.7-4947,J1536.5-4949,J1536.4-4949
1889,J1536.6+8331,bcu,,,
1890,J1537.8-8000,bcu,,,J1537.4-7957
1891,J1538.4-4656,,,,J1539.3-4636
1892,J1539.2-3324,,,J1539.0-3328,J1539.2-3325
1893,J1539.5+2746,fsrq,,J1539.7+2747,J1539.5+2747
1894,J1539.8-1128,bcu,,,
1895,J1540.1+8155,bll,,,J1538.1+8159
1896,J1540.8+1449,bll,,,J1540.4+1438
1897,J1541.6+1414,,,,
1898,J1541.8+1105,fsrq,,,
1899,J1542.4-5911,,,,
1900,J1542.9+6129,bll,J1543.1+6130,J1542.9+6129,J1542.9+6129
1901,J1542.9-5141,PSR,,,
1902,J1543.5+0451,bcu,,,
1903,J1543.5-0244,,,J1544.0-0252,J1543.7-0241
1904,J1544.0+4938,PSR,,,
1905,J1544.1-2555,,,,J1544.1-2554
1906,J1544.6-1125,,,J1544.5-1127,J1544.5-1126
1907,J1545.0-6641,,,,
1908,J1546.0+0818,bll,,,J1546.1+0820
1909,J1546.6+1812,bll,,,
1910,J1547.1-2801,bcu,,,
1911,J1548.4+1455,,,J1548.6+1451,J1548.3+1453
1912,J1548.8-2250,bll,,J1548.7-2250,J1548.8-2251
1913,J1549.0+6309,bcu,,J1548.7+6311,
1914,J1549.1-5347c,spp,,,
1915,J1549.4+0237,fsrq,,J1549.3+0235,J1549.5+0237
1916,J1549.4-4832,,,,
1917,J1549.5+1709,bcu,,,
1918,J1549.7-0658,bcu,,J1549.7-0659,J1549.7-0657
1919,J1549.9-3044,,,,
1920,J1550.3+7409,bcu,,,
1921,J1550.4+6027,,,,
1922,J1550.5+0526,fsrq,,J1550.7+0527,J1550.7+0526
1923,J1551.1-5610,spp,,,
1924,J1552.1+0852,bll,,J1551.7+0851,J1551.9+0855
1925,J1552.8-5330,,,,
1926,J1552.9-5610,spp,,J1552.4-5609,J1552.8-5609
1927,J1553.1+5437,,,,
1928,J1553.3-0322c,,,,J1553.5-0324
1929,J1553.3-2421,fsrq,,J1553.4-2425,J1553.2-2424
1930,J1553.5-3118,bll,,J1553.5-3116,J1553.5-3116
1931,J1553.5+1256,fsrq,J1553.4+1255,J1553.4+1255,J1553.5+1255
1932,J1554.4-5315c,,,J1554.8-5312c,J1554.4-5317c
1933,J1554.4+2010,bll,,,
1934,J1555.7+1111,BLL,J1555.8+1110,J1555.7+1111,J1555.7+1111
1935,J1557.0-4225,,,,
1936,J1557.4-7040,bcu,,,J1558.6-7039
1937,J1558.9-6432,bll,,,J1558.9-6428
1938,J1558.9+5625,bll,,J1558.9+5627,J1559.0+5627
1939,J1559.7+8512,bcu,,,J1558.3+8513
1940,J1559.8-2525,bcu,,,
1941,J1559.9+2319,bll,,,
1942,J1600.3-5810,bcu,,,
1943,J1600.8-3053,PSR,,J1600.7-3055,J1600.7-3053
1944,J1601.9+2306,,,,J1602.4+2308
1945,J1602.8-1924,,,,
1946,J1603.7-6011,,,,
1947,J1603.7+1106,bll,,,
1948,J1603.9-4903,bll,J1604.0-4904,J1603.8-4903,J1603.8-4904
1949,J1604.4-4442,bcu,,J1604.7-4443,J1604.5-4442
1950,J1604.6+5714,fsrq,,J1604.3+5710,J1604.6+5710
1951,J1606.1+5630,bll,,,
1952,J1607.0+1551,fsrq,,J1607.1+1552,J1607.0+1552
1953,J1607.9-2040,bcu,,,
1954,J1608.6+1029,fsrq,,J1609.0+1031,J1608.5+1029
1955,J1610.6-3956,fsrq,,J1610.8-3955,J1610.6-4002
1956,J1610.8-6649,bll,,J1610.6-6649,J1610.8-6650
1957,J1611.9+1404,,,,J1612.0+1403
1958,J1612.4-3100,bcu,,,
1959,J1613.4-4222,,,,
1960,J1613.8+3410,fsrq,,J1613.5+3411,J1613.4+3409
1961,J1614.5-2231,PSR,,J1614.0-2230,J1614.5-2230
1962,J1615.3-5146e,spp,,J1614.7-5138c,J1615.2-5138
1963,J1615.6-4450,,,,
1964,J1615.8+4712,fsrq,,,J1614.8+4703
1965,J1616.2-5054e,PWN,J1615.6-5049,J1617.5-5105c,J1615.0-5051
1966,J1616.4+4631,fsrq,,J1616.1+4637,
1967,J1616.8-5343,,,,J1617.3-5336
1968,J1616.8+4111,bll,,,
1969,J1616.8+5846,,,,
1970,J1616.8-2300,glc,,,J1616.8-2302
1971,J1617.3-2519,bcu,,,J1617.6-2526c
1972,J1617.4-5846,fsrq,,J1617.7-5843,
1973,J1617.7-7717,fsrq,,J1617.9-7716,J1618.2-7718
1974,J1617.8+5137,fsrq,,,
1975,J1618.8+5520,,,,
1976,J1619.0-5014c,,,,
1977,J1619.1+7538,,,,
1978,J1620.0-5101,,,,
1979,J1620.8-5149,,,,
1980,J1620.8-4928,PSR,,J1620.8-4928c,J1620.8-4928
1981,J1621.1-2331,agn,,,J1620.5-2320c
1982,J1622.9-5004,,,,J1622.8-5006
1983,J1622.9-0312,psr,,,J1622.8-0314
1984,J1624.1-4700,,,,
1985,J1624.2-4041,,,J1624.0-4041,J1624.1-4040
1986,J1624.2-3957,,,,
1987,J1624.8-4233,,,,
1988,J1625.0+5651,bll,,,
1989,J1625.1-0021,,,J1625.3-0019,J1625.2-0020
1990,J1625.2-2845,,,,
1991,J1625.6-2058,,,J1626.2-2038,
1992,J1625.7-2527,fsrq,J1625.8-2527,J1625.7-2524,J1625.7-2526
1993,J1625.9+4125,fsrq,,,
1994,J1626.0-2951,FSRQ,,J1626.2-2956,J1626.1-2948
1995,J1626.1+3512,bll,,,
1996,J1626.2-4911,,,J1626.0-4917c,
1997,J1626.2-2428c,,J1625.9-2423,J1625.8-2429c,
1998,J1626.3-4406,,,,J1626.4-4408
1999,J1626.4-7640,bcu,,,J1626.0-7636
2000,J1627.8+3217,,,J1627.6+3218,J1627.8+3219
2001,J1628.0-3203,psr,,J1627.8-3204,J1628.3-3206
2002,J1628.1-3344,,,,
2003,J1628.1-5740,,,,
2004,J1628.1+0254,,,J1627.9+0254,
2005,J1628.2-2431c,,,,
2006,J1628.2+7703,bcu,,,
2007,J1628.4-4546,,,,
2008,J1628.7-8056,,,,
2009,J1628.9-4852,spp,,,J1628.1-4857c
2010,J1630.2+3733,PSR,,J1630.5+3735,J1630.3+3732
2011,J1630.2-1052,,,J1630.3-1042,J1631.0-1050
2012,J1630.3-6126,,,,
2013,J1630.3-4346,,,,
2014,J1630.6+8232,rdg,,J1635.4+8228,J1629.4+8236
2015,J1630.7+5222,bll,,J1630.2+5220,J1630.4+5218
2016,J1630.8+1047,bcu,,,
2017,J1632.4-4820,psr,,,J1632.4-4820c
2018,J1632.8+3838,,,,
2019,J1633.0-4746e,PWN,,J1632.7-4733c,J1632.4-4753c
2020,J1635.2+3809,FSRQ,J1635.2+3809,J1635.0+3808,J1635.2+3810
2021,J1635.3+4257,,,,
2022,J1636.2-4709c,spp,,J1635.7-4715c,J1635.4-4717c
2023,J1636.2-4734,snr,,J1636.4-4737c,
2024,J1636.7+2624,bcu,,,
2025,J1637.1+1314,bll,,,
2026,J1637.6-3449,bcu,,,J1637.9-3451
2027,J1637.7+4715,fsrq,,J1637.9+4707,J1637.7+4714
2028,J1637.8+7325,bll,,,
2029,J1637.9+5719,fsrq,,,
2030,J1638.6-4654,spp,,,
2031,J1639.4-5146,,,,J1639.8-5145
2032,J1639.8+4125,fsrq,,,
2033,J1640.4-4634c,spp,,J1640.8-4634c,J1640.5-4633
2034,J1640.6-4917,,,,J1639.8-4921c
2035,J1640.6+3945,FSRQ,,,J1640.7+3945
2036,J1640.9+1142,bcu,,J1641.0+1143,J1641.0+1141
2037,J1641.1-4619c,spp,,,
2038,J1641.5-5319,,,,J1641.8-5319
2039,J1641.5-2856,,,,
2040,J1641.8-0619,bll,,,J1641.6-0614
2041,J1642.4+8045,,,,
2042,J1642.9+3950,FSRQ,,,J1642.9+3949
2043,J1643.6-5002,,,,
2044,J1643.6-0642,bcu,,J1643.5-0646,J1643.5-0641
2045,J1644.4+2632,,,,
2046,J1644.6-0911,,,,
2047,J1645.2-5747,bcu,,,
2048,J1645.7-2149,,,J1645.0-2155c,J1645.7-2148c
2049,J1645.9-5420,spp,,,
2050,J1645.9+6336,fsrq,,,
2051,J1646.9-1332,,,,J1646.7-1333
2052,J1647.1-6438,bcu,,,
2053,J1647.4+4950,bcu,,J1647.4+4948,J1647.5+4950
2054,J1648.0+4230,,,,
2055,J1648.3-4611,PSR,J1648.1-4606,J1648.4-4609c,J1648.4-4612
2056,J1648.5-4829,bcu,,,
2057,J1648.6-5635,,,,
