,3FGL,4FGLDR1,4FGLDR2,4FGLDR3,4FGLDR4,status
2725,J2024.4-0848,J2024.4-0847,J2024.4-0847,J2024.4-0847,J2024.4-0847,3
2726,J2024.4-3254,J2024.6-3252,J2024.6-3252,J2024.6-3252,J2024.6-3252,2
2731,J2025.2+3340,J2025.3+3341,J2025.3+3341,J2025.3+3341,J2025.3+3341,3
2732,J2025.6-0736,J2025.6-0735,J2025.6-0735,J2025.6-0735,J2025.6-0735,2
2733,J2026.3+7644,J2026.1+7645,J2026.1+7645,J2026.1+7645,J2026.1+7645,2
2738,J2028.3+3332,J2028.3+3331,J2028.3+3331,J2028.3+3331,J2028.3+3331,2
2740,J2028.6+4110e,J2028.6+4110e,J2028.6+4110e,J2028.6+4110e,J2028.6+4110e,2
2742,J2029.4+4923,J2029.5+4925,J2029.5+4925,J2029.5+4925,J2029.5+4925,2
2744,J2030.0+3642,J2030.0+3641,J2030.0+3641,J2030.0+3641,J2030.0+3641,2
2745,J2030.2-0622,J2030.2-0620,J2030.2-0620,J2030.2-0620,J2030.2-0620,2
2747,J2030.8+4416,J2030.9+4416,J2030.9+4416,J2030.9+4416,J2030.9+4416,2
2748,J2031.0+1937,J2030.9+1935,J2030.9+1935,J2030.9+1935,J2030.9+1935,3
2749,J2031.8+1223,J2032.0+1219,J2032.0+1219,J2032.0+1219,J2032.0+1219,2
2750,J2032.2+4126,J2032.2+4127,J2032.2+4127,J2032.2+4127,J2032.2+4127,2
2754,J2033.6+6309,J2033.7+6308,J2033.7+6308,J2033.7+6308,J2033.7+6308,2
2755,J2034.3+1155,J2034.6+1154,J2034.6+1154,J2034.6+1154,J2034.6+1154,2
2760,J2035.3+1055,J2035.4+1056,J2035.4+1056,J2035.4+1056,J2035.4+1056,2
2763,J2036.4+6551,J2036.4+6553,J2036.4+6553,J2036.4+6553,J2036.4+6553,2
2764,J2036.6-3325,J2036.9-3329,J2036.9-3329,J2036.9-3329,J2036.9-3329,3
2769,J2038.8+5113,J2038.7+5117,J2038.7+5117,J2038.7+5117,J2038.7+5117,2
2771,J2039.0-1047,J2039.0-1046,J2039.0-1046,J2039.0-1046,J2039.0-1046,2
2773,J2039.5+5217,J2039.5+5218,J2039.5+5218,J2039.5+5218,J2039.5+5218,2
2776,J2040.0-5734,J2040.0-5737,J2040.0-5737,J2040.0-5737,J2040.0-5737,2
2777,J2040.2-7115,J2040.2-7115,J2040.2-7115,J2040.2-7115,J2040.2-7115,3
2779,J2041.7-3732,J2041.9-3735,J2041.9-3735,J2041.9-3735,J2041.9-3735,2
2780,J2041.9-7318,J2041.8-7319,J2041.8-7319,J2041.8-7319,J2041.8-7319,3
2781,J2042.1+2428,J2042.1+2427,J2042.1+2427,J2042.1+2427,J2042.1+2427,2
2782,J2042.1+0247,J2042.2+0245,J2042.2+0245,J2042.2+0245,J2042.2+0245,3
2786,J2043.2+1711,J2043.3+1711,J2043.3+1711,J2043.3+1711,J2043.3+1711,3
2788,J2043.8+2741,J2043.7+2741,J2043.7+2741,J2043.7+2741,J2043.7+2741,2
2793,J2046.7-1011,J2046.6-1012,J2046.6-1012,J2046.6-1012,J2046.6-1012,3
2795,J2047.1+1054,J2047.3+1051,J2047.3+1051,J2047.3+1051,J2047.3+1051,3
2798,J2049.0-6801,J2048.6-6804,J2048.6-6804,J2048.6-6804,J2048.6-6804,3
2799,J2049.7+1002,J2049.9+1002,J2049.9+1002,J2049.9+1002,J2049.9+1002,3
2800,J2050.2+0409,J2050.0+0408,J2050.0+0408,J2050.0+0408,J2050.0+0408,2
2802,J2051.3-0828,J2051.0-0826,J2051.0-0826,J2051.0-0826,J2051.0-0826,3
2803,J2051.8-5535,J2052.2-5533,J2052.2-5533,J2052.2-5533,J2052.2-5533,2
2804,J2052.7+1217,J2052.7+1218,J2052.7+1218,J2052.7+1218,J2052.7+1218,3
2810,J2055.0+0016,J2054.8+0015,J2054.8+0015,J2054.8+0015,J2054.8+0015,2
2811,J2055.2-0019,J2055.4-0020,J2055.4-0020,J2055.4-0020,J2055.4-0020,2
2813,J2055.8+2539,J2055.8+2540,J2055.8+2540,J2055.8+2540,J2055.8+2540,2
2814,J2056.2-4714,J2056.2-4714,J2056.2-4714,J2056.2-4714,J2056.2-4714,2
2816,J2056.7+4938,J2056.7+4939,J2056.7+4939,J2056.7+4939,J2056.7+4939,2
2825,J2103.9-6233,J2103.8-6233,J2103.8-6233,J2103.8-6233,J2103.8-6233,3
2826,J2103.9-3546,J2104.0-3546,J2104.0-3546,J2104.0-3546,J2104.0-3546,2
2827,J2104.2-0211,J2104.3-0212,J2104.3-0212,J2104.3-0212,J2104.3-0212,3
2829,J2106.1+2505,J2106.9+2455,J2106.9+2455,J2106.9+2455,J2106.9+2455,2
2832,J2108.0+3654,J2108.0+3655,J2108.0+3655,J2108.0+3655,J2108.0+3655,3
2834,J2108.6-8619,J2109.8-8618,J2109.8-8618,J2109.8-8618,J2109.8-8618,2
2835,J2108.6-0250,J2108.7-0250,J2108.7-0250,J2108.7-0250,J2108.7-0250,2
2836,J2109.1-6638,J2108.9-6638,J2108.9-6638,J2108.9-6638,J2108.9-6638,3
2839,J2110.0+0812,J2110.3+0808,J2110.3+0808,J2110.3+0808,J2110.3+0808,2
2840,J2110.3-1013,J2110.2-1021,J2110.2-1021c,J2110.2-1021c,J2110.2-1021c,2
2843,J2111.4+4605,J2111.4+4606,J2111.4+4606,J2111.4+4606,J2111.4+4606,2
2845,J2112.7+0819,J2112.7+0819,J2112.7+0819,J2112.7+0819,J2112.7+0819,3
2847,J2114.7+3130,J2114.7+3130,J2114.7+3130,J2114.7+3130,J2114.7+3130,2
2848,J2114.9+5448,J2115.1+5449,J2115.1+5449,J2115.1+5449,J2115.1+5449,3
2850,J2115.4+2933,J2115.4+2932,J2115.4+2932,J2115.4+2932,J2115.4+2932,2
2851,J2116.1+3339,J2116.2+3339,J2116.2+3339,J2116.2+3339,J2116.2+3339,2
2855,J2118.0-3241,J2117.8-3243,J2117.8-3243,J2117.8-3243,J2117.8-3243,3
2857,J2118.4+0013,J2118.0+0019,J2118.0+0019,J2118.0+0019,J2118.0+0019,2
2858,J2119.2-3313,J2119.0-3317,J2119.0-3317,J2119.0-3317,J2119.0-3317,2
2860,J2121.0+1901,J2121.0+1901,J2121.0+1901,J2121.0+1901,J2121.0+1901,2
2862,J2123.6+0533,J2123.6+0535,J2123.6+0535,J2123.6+0535,J2123.6+0535,2
2863,J2124.7-3358,J2124.7-3358,J2124.7-3358,J2124.7-3358,J2124.7-3358,3
2865,J2126.5-4605,J2126.3-4605,J2126.3-4605,J2126.3-4605,J2126.3-4605,2
2866,J2126.5-3926,J2126.1-3922,J2126.1-3922,J2126.1-3922,J2126.1-3922,3
2869,J2127.7+3612,J2127.7+3612,J2127.7+3612,J2127.7+3612,J2127.7+3612,2
2870,J2129.6-0427,J2129.8-0428,J2129.8-0428,J2129.8-0428,J2129.8-0428,3
2872,J2130.8-2745,J2131.0-2746,J2131.0-2746,J2131.0-2746,J2131.0-2746,2
2874,J2131.5-0915,J2131.5-0916,J2131.5-0916,J2131.5-0916,J2131.5-0916,2
2879,J2131.8-2516,J2131.7-2515,J2131.7-2515,J2131.7-2515,J2131.7-2515,2
2880,J2132.4-5420,J2132.0-5418,J2132.0-5418,J2132.0-5418,J2132.0-5418,2
2882,J2133.3+2533,J2133.1+2529c,J2133.1+2529c,J2133.1+2529c,J2133.1+2529c,3
2884,J2133.8+6648,J2133.9+6646,J2133.9+6646,J2133.9+6646,J2133.9+6646,3
2885,J2134.1-0152,J2134.2-0154,J2134.2-0154,J2134.2-0154,J2134.2-0154,2
2887,J2135.3-5008,J2135.3-5006,J2135.3-5006,J2135.3-5006,J2135.3-5006,2
2890,J2139.4-4235,J2139.4-4235,J2139.4-4235,J2139.4-4235,J2139.4-4235,2
2892,J2140.0+4715,J2140.0+4716,J2140.0+4716,J2140.0+4716,J2140.0+4716,2
2893,J2141.6-6412,J2141.7-6410,J2141.7-6410,J2141.7-6410,J2141.7-6410,2
2894,J2141.7-3734,J2141.8-3727,J2141.8-3727,J2141.8-3727,J2141.8-3727,2
2895,J2142.2-2546,J2142.5-2552,J2142.5-2552,J2142.5-2552,J2142.5-2552,2
2898,J2143.1-3928,J2143.1-3929,J2143.1-3929,J2143.1-3929,J2143.1-3929,2
2899,J2143.5+1744,J2143.5+1743,J2143.5+1743,J2143.5+1743,J2143.5+1743,2
2900,J2144.2+3132,J2144.2+3132,J2144.2+3132,J2144.2+3132,J2144.2+3132,3
2903,J2144.9-3356,J2145.0-3356,J2145.0-3356,J2145.0-3356,J2145.0-3356,2
2905,J2145.7+0717,J2145.7+0718,J2145.7+0718,J2145.7+0718,J2145.7+0718,2
2906,J2146.6-1344,J2146.5-1344,J2146.5-1344,J2146.5-1344,J2146.5-1344,2
2907,J2146.7-1527,J2146.4-1528,J2146.4-1528,J2146.4-1528,J2146.4-1528,2
2908,J2147.2+0929,J2147.1+0931,J2147.1+0931,J2147.1+0931,J2147.1+0931,2
2910,J2147.3-7536,J2147.3-7536,J2147.3-7536,J2147.3-7536,J2147.3-7536,2
2911,J2149.6+1915,J2149.7+1917,J2149.7+1917,J2149.7+1917,J2149.7+1917,2
2912,J2149.7+0323,J2149.6+0323,J2149.6+0323,J2149.6+0323,J2149.6+0323,2
2913,J2150.2-1411,J2150.1-1410,J2150.1-1410,J2150.1-1410,J2150.1-1410,2
2917,J2151.8-3025,J2151.8-3027,J2151.8-3027,J2151.8-3027,J2151.8-3027,2
2918,J2152.4+1735,J2152.5+1737,J2152.5+1737,J2152.5+1737,J2152.5+1737,2
2919,J2152.9-0045,J2153.1-0041,J2153.1-0041,J2153.1-0041,J2153.1-0041,2
2921,J2154.0-1137,J2153.8-1137,J2153.8-1137,J2153.8-1137,J2153.8-1137,2
2922,J2156.0+1818,J2156.0+1818,J2156.0+1818,J2156.0+1818,J2156.0+1818,3
2923,J2156.9-0855,J2156.9-0854,J2156.9-0854,J2156.9-0854,J2156.9-0854,2
2924,J2157.5+3126,J2157.5+3127,J2157.5+3127,J2157.5+3127,J2157.5+3127,2
2925,J2158.0-1501,J2158.1-1501,J2158.1-1501,J2158.1-1501,J2158.1-1501,2
2926,J2158.8-3013,J2158.8-3013,J2158.8-3013,J2158.8-3013,J2158.8-3013,2
2927,J2159.2-2841,J2159.1-2840,J2159.1-2840,J2159.1-2840,J2159.1-2840,3
2928,J2159.8+1025,J2200.3+1029,J2200.3+1029,J2200.3+1029,J2200.3+1029,2
2930,J2200.2+2139,J2200.1+2138,J2200.1+2138,J2200.1+2138,J2200.1+2138,2
2931,J2200.9-2412,J2200.7-2414,J2200.7-2414,J2200.7-2414,J2200.7-2414,2
2932,J2201.7+5047,J2201.8+5048,J2201.8+5048,J2201.8+5048,J2201.8+5048,2
2933,J2202.4-8339,J2201.5-8339,J2201.5-8339,J2201.5-8339,J2201.5-8339,2
2934,J2202.7+4217,J2202.7+4216,J2202.7+4216,J2202.7+4216,J2202.7+4216,2
2935,J2203.4+1725,J2203.4+1725,J2203.4+1725,J2203.4+1725,J2203.4+1725,2
2937,J2204.4+0439,J2204.3+0438,J2204.3+0438,J2204.3+0438,J2204.3+0438,2
2940,J2206.9-0031,J2206.8-0032,J2206.8-0032,J2206.8-0032,J2206.8-0032,2
2941,J2207.8-5345,J2207.5-5346,J2207.5-5346,J2207.5-5346,J2207.5-5346,2
2947,J2212.0+2355,J2212.0+2356,J2212.0+2356,J2212.0+2356,J2212.0+2356,2
2948,J2212.3-7039,J2211.4-7040,J2211.4-7040,J2211.4-7040,J2211.4-7040,3
2950,J2212.6+2801,J2212.6+2800,J2212.6+2800,J2212.6+2800,J2212.6+2800,3
2951,J2213.1-2532,J2212.9-2526,J2212.9-2526,J2212.9-2526,J2212.9-2526,2
2952,J2213.6-4755,J2213.5-4754,J2213.5-4754,J2213.5-4754,J2213.5-4754,3
2953,J2214.6+3000,J2214.6+3000,J2214.6+3000,J2214.6+3000,J2214.6+3000,3
2955,J2215.6+5134,J2215.6+5135,J2215.6+5135,J2215.6+5135,J2215.6+5135,3
2956,J2217.0+2421,J2216.9+2421,J2216.9+2421,J2216.9+2421,J2216.9+2421,2
2959,J2219.2+1806,J2219.2+1806,J2219.2+1806,J2219.2+1806,J2219.2+1806,2
2960,J2220.3+2812,J2220.5+2813,J2220.5+2813,J2220.5+2813,J2220.5+2813,3
2962,J2221.6-5225,J2221.5-5225,J2221.5-5225,J2221.5-5225,J2221.5-5225,2
2965,J2222.3-3500,J2221.9-3504,J2221.9-3504,J2221.9-3504,J2221.9-3504,2
2968,J2224.6-1122,J2224.0-1127,J2224.0-1127,J2224.0-1127,J2224.0-1127,2
2969,J2224.6-1122,J2224.0-1127,J2224.0-1127,J2224.0-1127,J2225.5-1114,2
2970,J2224.6-1122,J2224.0-1127,J2224.0-1127,J2225.5-1114,J2224.0-1127,2
2971,J2224.6-1122,J2224.0-1127,J2224.0-1127,J2225.5-1114,J2225.5-1114,2
2972,J2224.6-1122,J2224.0-1127,J2225.5-1114,J2224.0-1127,J2224.0-1127,2
2973,J2224.6-1122,J2224.0-1127,J2225.5-1114,J2224.0-1127,J2225.5-1114,2
2974,J2224.6-1122,J2224.0-1127,J2225.5-1114,J2225.5-1114,J2224.0-1127,2
2975,J2224.6-1122,J2224.0-1127,J2225.5-1114,J2225.5-1114,J2225.5-1114,2
2976,J2224.6-1122,J2225.5-1114,J2224.0-1127,J2224.0-1127,J2224.0-1127,2
2977,J2224.6-1122,J2225.5-1114,J2224.0-1127,J2224.0-1127,J2225.5-1114,2
2978,J2224.6-1122,J2225.5-1114,J2224.0-1127,J2225.5-1114,J2224.0-1127,2
2979,J2224.6-1122,J2225.5-1114,J2224.0-1127,J2225.5-1114,J2225.5-1114,2
2980,J2224.6-1122,J2225.5-1114,J2225.5-1114,J2224.0-1127,J2224.0-1127,2
2981,J2224.6-1122,J2225.5-1114,J2225.5-1114,J2224.0-1127,J2225.5-1114,2
2982,J2224.6-1122,J2225.5-1114,J2225.5-1114,J2225.5-1114,J2224.0-1127,2
2983,J2224.6-1122,J2225.5-1114,J2225.5-1114,J2225.5-1114,J2225.5-1114,2
2986,J2227.8+0040,J2227.9+0036,J2227.9+0036,J2227.9+0036,J2227.9+0036,2
2988,J2229.0+6114,J2229.0+6114,J2229.0+6114,J2229.0+6114,J2229.0+6114,2
2990,J2229.7-0833,J2229.7-0832,J2229.7-0832,J2229.7-0832,J2229.7-0832,2
2991,J2230.5-7817,J2230.9-7815,J2230.9-7815,J2230.9-7815,J2230.9-7815,3
2992,J2230.6-4419,J2231.0-4416,J2231.0-4416,J2231.0-4416,J2231.0-4416,2
2993,J2232.5+1143,J2232.6+1143,J2232.6+1143,J2232.6+1143,J2232.6+1143,2
2994,J2232.9-2021,J2232.6-2023,J2232.6-2023,J2232.6-2023,J2232.6-2023,3
2996,J2233.5-1235,J2233.9-1229,J2233.9-1229,J2233.9-1229,J2233.9-1229,2
2997,J2234.1-2655,J2234.1-2656,J2234.1-2656,J2234.1-2656,J2234.1-2656,3
2998,J2234.8+0945,J2234.7+0943,J2234.7+0943,J2234.7+0943,J2234.7+0943,3
2999,J2235.3-4835,J2235.3-4836,J2235.3-4836,J2235.3-4836,J2235.3-4836,2
3000,J2235.6-2319,J2236.4-2309,J2236.4-2309,J2236.4-2309,J2236.4-2309,2
3001,J2236.0-3629,J2235.8-3627,J2235.8-3627,J2235.8-3627,J2235.8-3627,2
3002,J2236.0-1706,J2236.2-1706,J2236.2-1706,J2236.2-1706,J2236.2-1706,3
3004,J2236.3+2829,J2236.3+2828,J2236.3+2828,J2236.3+2828,J2236.3+2828,3
3005,J2236.5-1432,J2236.5-1433,J2236.5-1433,J2236.5-1433,J2236.5-1433,2
3006,J2237.1-3921,J2237.0-3921,J2237.0-3921,J2237.0-3921,J2237.0-3921,2
3009,J2238.4+5903,J2238.5+5903,J2238.5+5903,J2238.5+5903,J2238.5+5903,2
3010,J2240.9+5831,J2240.6+5833,J2240.6+5833,J2240.6+5833,J2240.6+5833,2
3011,J2240.9+4121,J2241.2+4120,J2241.2+4120,J2241.2+4120,J2241.2+4120,2
3012,J2241.6-5237,J2241.7-5236,J2241.7-5236,J2241.7-5236,J2241.7-5236,3
3013,J2243.2-3933,J2243.5-3931,J2243.5-3931,J2243.5-3931,J2243.5-3931,2
3014,J2243.4-2541,J2243.4-2544,J2243.4-2544,J2243.4-2544,J2243.4-2544,2
3015,J2243.6-1230,J2243.7-1231,J2243.7-1231,J2243.7-1231,J2243.7-1231,2
3016,J2243.9+2021,J2243.9+2021,J2243.9+2021,J2243.9+2021,J2243.9+2021,2
3017,J2244.1+4057,J2244.2+4057,J2244.2+4057,J2244.2+4057,J2244.2+4057,3
3020,J2246.7-5205,J2246.7-5207,J2246.7-5207,J2246.7-5207,J2246.7-5207,3
3022,J2247.8+4413,J2247.8+4413,J2247.8+4413,J2247.8+4413,J2247.8+4413,2
3023,J2248.6-3235,J2248.7-3235,J2248.7-3235,J2248.7-3235,J2248.7-3235,2
3025,J2250.1+3825,J2250.0+3825,J2250.0+3825,J2250.0+3825,J2250.0+3825,2
3027,J2250.3-4206,J2250.4-4206,J2250.4-4206,J2250.4-4206,J2250.4-4206,3
3029,J2250.7-2806,J2250.7-2806,J2250.7-2806,J2250.7-2806,J2250.7-2806,3
3030,J2251.5-4928,J2251.5-4928,J2251.5-4928,J2251.5-4928,J2251.5-4928,3
3031,J2251.9+4031,J2252.0+4031,J2252.0+4031,J2252.0+4031,J2252.0+4031,2
3033,J2254.0+1608,J2253.9+1609,J2253.9+1609,J2253.9+1609,J2253.9+1609,2
3034,J2254.0+1403,J2253.7+1405,J2253.7+1405,J2253.7+1405,J2253.7+1405,2
3037,J2255.1+2411,J2255.2+2411,J2255.2+2411,J2255.2+2411,J2255.2+2411,2
3038,J2256.7-1022,J2256.8-1024,J2256.8-1024,J2256.8-1024,J2256.8-1024,3
3039,J2256.7-2011,J2256.6-2011,J2256.6-2011,J2256.6-2011,J2256.6-2011,2
3040,J2258.0-2759,J2258.1-2759,J2258.1-2759,J2258.1-2759,J2258.1-2759,2
3041,J2258.1-8248,J2258.5-8247,J2258.5-8247,J2258.5-8247,J2258.5-8247,2
3043,J2258.3-5526,J2258.4-5524,J2258.4-5524,J2258.4-5524,J2258.4-5524,2
3048,J2300.3+3136,J2300.3+3136,J2300.3+3136,J2300.3+3136,J2300.3+3136,2
3050,J2302.7+4443,J2302.7+4443,J2302.7+4443,J2302.7+4443,J2302.7+4443,3
3052,J2304.6+3704,J2304.6+3704,J2304.6+3704,J2304.6+3704,J2304.6+3704,2
3055,J2307.4-1208,J2307.4-1206,J2307.4-1206,J2307.4-1206,J2307.4-1206,2
3056,J2307.7+1449,J2307.6+1451,J2307.6+1451,J2307.6+1451,J2307.6+1451,2
3058,J2309.6-3633,J2309.7-3632,J2309.7-3632,J2309.7-3632,J2309.7-3632,3
3060,J2311.0+3425,J2311.0+3425,J2311.0+3425,J2311.0+3425,J2311.0+3425,2
3061,J2311.0+0204,J2311.0+0205,J2311.0+0205,J2311.0+0205,J2311.0+0205,2
3062,J2312.9-6923,J2313.4-6922,J2313.4-6922,J2313.4-6922,J2313.4-6922,2
3064,J2314.0+1443,J2314.0+1445,J2314.0+1445,J2314.0+1445,J2314.0+1445,2
3065,J2315.7-5018,J2315.6-5018,J2315.6-5018,J2315.6-5018,J2315.6-5018,2
3066,J2316.8-5209,J2316.9-5210,J2316.9-5210,J2316.9-5210,J2316.9-5210,3
3067,J2317.3-4534,J2317.4-4533,J2317.4-4533,J2317.4-4533,J2317.4-4533,3
3068,J2318.6+1912,J2318.2+1915,J2318.2+1915,J2318.2+1915,J2318.2+1915,2
3070,J2319.2-4207,J2319.1-4207,J2319.1-4207,J2319.1-4207,J2319.1-4207,2
3071,J2321.2-6439,J2321.7-6438,J2321.7-6438,J2321.7-6438,J2321.7-6438,3
3074,J2321.6+4438,J2322.1+4440,J2322.1+4440,J2322.1+4440,J2322.1+4440,2
3075,J2321.9+2732,J2321.9+2734,J2321.9+2734,J2321.9+2734,J2321.9+2734,2
3076,J2321.9+3204,J2321.9+3204,J2321.9+3204,J2321.9+3204,J2321.9+3204,2
3077,J2322.5+3436,J2322.7+3436,J2322.7+3436,J2322.7+3436,J2322.7+3436,2
3078,J2322.9-4917,J2322.8-4916,J2322.8-4916,J2322.8-4916,J2322.8-4916,3
3079,J2323.4+5849,J2323.4+5849,J2323.4+5849,J2323.4+5849,J2323.4+5849,2
3080,J2323.5-0315,J2323.5-0317,J2323.5-0317,J2323.5-0317,J2323.5-0317,2
3082,J2323.9+4211,J2323.8+4210,J2323.8+4210,J2323.8+4210,J2323.8+4210,2
3083,J2324.7-4040,J2324.7-4041,J2324.7-4041,J2324.7-4041,J2324.7-4041,2
3084,J2324.7+0801,J2324.7+0801,J2324.7+0801,J2324.7+0801,J2324.7+0801,2
3085,J2325.2+3957,J2325.2+3957,J2325.2+3957,J2325.2+3957,J2325.2+3957,2
3086,J2325.3-3557,J2325.4-3559,J2325.4-3559,J2325.4-3559,J2325.4-3559,2
3087,J2325.4-4758,J2325.4-4800,J2325.4-4800,J2325.4-4800,J2325.4-4800,2
3088,J2325.6+1650,J2325.6+1644,J2325.6+1644,J2325.6+1644,J2325.6+1644,2
3090,J2327.7+0941,J2327.5+0939,J2327.5+0939,J2327.5+0939,J2327.5+0939,2
3091,J2328.4-4034,J2328.3-4036,J2328.3-4036,J2328.3-4036,J2328.3-4036,3
3092,J2329.2+3754,J2329.2+3755,J2329.2+3755,J2329.2+3755,J2329.2+3755,2
3093,J2329.3-4955,J2329.3-4955,J2329.3-4955,J2329.3-4955,J2329.3-4955,3
3095,J2329.9-4734,J2329.3-4733,J2329.3-4733,J2329.3-4733,J2329.3-4733,2
3096,J2330.4-3726,J2330.6-3726,J2330.6-3726,J2330.6-3726,J2330.6-3726,2
3097,J2330.5+1104,J2330.5+1102,J2330.5+1102,J2330.5+1102,J2330.5+1102,2
3101,J2334.1+0732,J2334.2+0736,J2334.2+0736,J2334.2+0736,J2334.2+0736,2
3103,J2334.8+1432,J2334.8+1432,J2334.8+1432,J2334.8+1432,J2334.8+1432,2
3104,J2335.1-0133,J2335.4-0128,J2335.4-0128,J2335.4-0128,J2335.4-0128,2
3106,J2336.5+2356,J2336.6+2356,J2336.6+2356,J2336.6+2356,J2336.6+2356,2
3107,J2336.5-7620,J2336.5-7622,J2336.5-7622,J2336.5-7622,J2336.5-7622,3
3108,J2336.5-4116,J2336.6-4115,J2336.6-4115,J2336.6-4115,J2336.6-4115,2
3111,J2338.1-0229,J2338.0-0230,J2338.0-0230,J2338.0-0230,J2338.0-0230,2
3112,J2338.7-7401,J2339.2-7403,J2339.2-7403,J2339.2-7403,J2339.2-7403,3
3114,J2339.0+2122,J2338.9+2124,J2338.9+2124,J2338.9+2124,J2338.9+2124,2
3115,J2339.6-0533,J2339.6-0533,J2339.6-0533,J2339.6-0533,J2339.6-0533,3
3117,J2340.7+8016,J2340.8+8015,J2340.8+8015,J2340.8+8015,J2340.8+8015,2
3120,J2343.7+3437,J2343.6+3438,J2343.6+3438,J2343.6+3438,J2343.6+3438,2
3121,J2344.4+0549,J2343.9+0546,J2343.9+0546,J2343.9+0546,J2343.9+0546,3
3123,J2345.2-1554,J2345.2-1555,J2345.2-1555,J2345.2-1555,J2345.2-1555,2
3124,J2346.7+0705,J2346.7+0705,J2346.7+0705,J2346.7+0705,J2346.7+0705,3
3125,J2347.0+5142,J2347.0+5141,J2347.0+5141,J2347.0+5141,J2347.0+5141,2
3126,J2347.9+5436,J2347.9+5436,J2347.9+5436,J2347.9+5436,J2347.9+5436,2
3127,J2348.0-1630,J2348.0-1630,J2348.0-1630,J2348.0-1630,J2348.0-1630,2
3129,J2350.4-3004,J2350.6-3005,J2350.6-3005,J2350.6-3005,J2350.6-3005,2
3131,J2352.0+1752,J2352.0+1750,J2352.0+1750,J2352.0+1750,J2352.0+1750,2
3132,J2353.3-4805,J2353.1-4806,J2353.1-4806,J2353.1-4806,J2353.1-4806,2
3134,J2353.6-3037,J2353.7-3037,J2353.7-3037,J2353.7-3037,J2353.7-3037,2
3135,J2353.7-3911,J2353.8-3911,J2353.8-3911,J2353.8-3911,J2353.8-3911,2
3141,J2355.5+8154,J2354.9+8151,J2354.9+8151,J2354.9+8151,J2354.9+8151,2
3142,J2356.0+4037,J2356.2+4036,J2356.2+4036,J2356.2+4036,J2356.2+4036,2
3144,J2357.3-0150,J2357.4-0152,J2357.4-0152,J2357.4-0152,J2357.4-0152,2
3145,J2357.4-1716,J2357.4-1718,J2357.4-1718,J2357.4-1718,J2357.4-1718,2
3146,J2357.8-5310,J2357.8-5311,J2357.8-5311,J2357.8-5311,J2357.8-5311,2
3147,J2358.0-4552,J2358.0-4601,J2358.0-4601,J2358.0-4601,J2358.0-4601,3
3148,J2358.2-1022,J2358.3-1021,J2358.3-1021,J2358.3-1021,J2358.3-1021,2
3149,J2358.3-2853,J2358.1-2853,J2358.1-2853,J2358.1-2853,J2358.1-2853,2
3152,J2358.9+3926,J2359.0+3922,J2359.0+3922,J2359.0+3922,J2359.0+3922,2
3153,J2359.3-3038,J2359.0-3038,J2359.0-3038,J2359.0-3038,J2359.0-3038,2
3154,J2359.5-2052,J2359.3-2049,J2359.3-2049,J2359.3-2049,J2359.3-2049,2
