,4fgldr2,4fgldr2_features,4fgldr2_labels,3fgl,3fgl-cls1,4fgldr1,4fgldr1-cls1,4fgldr2-cls1,4fgldr3,4fgldr3-cls1,4fgldr4,4fgldr4-cls1
53,J0039.1-2219,"[1.7586851119995117, 1.752968430519104, 1.7563683986663818, 7.2018537521362305, -33.970901609248706, -33.759971911681625, -28.436233699744857, -33.898982508717644, -24.11757804467801, 0.004720545839518309, 0.0, 0.08851990103721619, 12.064723014831543, 0.9961364985913053, -0.34722336531668335, -0.31852529915933203, -0.33114018998469835, -0.6047630274653396, -0.1713049102900532]",[1],J0039.0-2218,bcu,J0039.1-2219,bcu,bcu,J0039.1-2219,bll,J0039.1-2219,bll
54,J0039.1+4330,"[2.0589234828948975, 2.0063869953155518, 1.579405426979065, 24.894241333007812, -32.94207538324562, -32.57166096853003, -28.621080732584275, -32.576797546362585, -24.120982199298712, 0.15314368903636932, 0.5892243385314941, 1.867422103881836, 8.906134605407715, -0.896825142995802, 0.9991887374963226, -0.5523893849748419, -0.4592971173305706, -0.5174788221467022, -0.9999048676509615]",[1],J0039.1+4330,bcu,J0039.1+4330,bcu,bcu,J0039.1+4330,bcu,J0039.1+4330,bcu
55,J0040.3+4050,"[1.9257006645202637, 1.9842840433120728, 2.0723485946655273, 16.410917282104492, -34.15224989519073, -34.1938618629361, -28.480359632168938, -34.17798841398711, -23.89440617059379, -0.07495580613613129, 0.45155495405197144, 1.6984995603561401, 9.331744194030762, 0.7800643477297893, -0.5691287630176196, -0.7785716952378663, -0.34952103854106, -0.5059844245423739, -0.16512008038309964]",[1],J0040.3+4049,bcu,J0040.3+4050,bll,bll,J0040.3+4050,bll,J0040.3+4050,bll
56,J0040.4-2340,"[2.3491604328155518, 2.3079824447631836, 2.1318893432617188, 18.178686141967773, -31.583950783835373, -31.38402877270564, -28.602290257804725, -31.43270987709054, -24.222161892888376, 0.05191687121987343, 0.5130673050880432, 0.606938898563385, 8.10641860961914, -0.10481141935049759, -0.7630687297108399, -0.5957885520964178, -0.7966050158995573, -0.20182469512434167, -0.9999807976281997]",[1],J0040.5-2339,bcu,J0040.4-2340,bll,bll,J0040.4-2340,bll,J0040.4-2340,bll
57,J0042.0+3640,"[2.100984811782837, 2.112867832183838, 2.091848373413086, 7.220255374908447, -33.12645543803015, -33.002582207546475, -28.614356572257197, -33.078185104325165, -24.13340178527336, -0.015462764538824558, 0.0, 0.2129393368959427, 6.943265914916992, 0.7933383041055494, 0.9581280352509571, -0.8632183449760706, -0.27825811925007304, -0.4969415102313027, -0.5535645761000346]",[1],J0041.9+3639,bll,J0042.0+3640,bll,bll,J0042.0+3640,bll,J0042.0+3640,bll
58,J0042.2+2319,"[2.3218624591827393, 2.22990345954895, 1.9658132791519165, 15.586790084838867, -31.053683551722727, -30.76182071517395, -28.383313478159288, -30.798838819484377, -23.90565893865191, 0.12039848417043686, 0.28376489877700806, 1.8424206972122192, 14.308270454406738, -0.03099009600863044, -0.7092779216776811, -0.5981930345156115, -0.6438010345457192, -0.7578327745427849, -0.9959797873235051]",[1],J0042.0+2318,fsrq,J0042.2+2319,fsrq,fsrq,J0042.2+2319,fsrq,J0042.2+2319,fsrq
59,J0043.5-0442,"[1.9197033643722534, 1.882874608039856, 1.7445437908172607, 8.998506546020508, -33.70954701836668, -33.50580646729206, -28.523897899676108, -33.57032177823214, -24.022963763129386, 0.04078971967101097, 0.0, 0.5524578094482422, 7.466921806335449, -0.8138728491934146, -0.588044645516696, -0.5985981852718593, -0.3437532968334303, -0.5309664154029856, -0.23387650700290677]",[1],J0043.5-0444,bcu,J0043.5-0442,bll,bll,J0043.5-0442,bll,J0043.5-0442,bll
60,J0043.7-1116,"[1.911508560180664, 1.5923470258712769, 1.0793092250823975, 16.632286071777344, -33.27586115292498, -32.811666111817544, -28.53164011168399, -32.89375536779523, -24.094049941590697, 0.26773306727409363, 0.5303836464881897, 2.0792551040649414, 8.474912643432617, 0.9999537748172372, -0.8556743806776672, -0.39234680526444865, -0.21051531290780529, -0.7139769378978903, -0.5943036815496983]",[1],J0043.7-1117,bcu,J0043.7-1116,bll,bll,J0043.7-1116,bll,J0043.7-1116,bll
61,J0043.8+3425,"[1.9526112079620361, 1.8642350435256958, 1.8004094362258911, 190.19281005859375, -30.552017806205523, -30.38213335836537, -27.50911933350586, -30.467113991331043, -23.106511544375014, 0.051662784069776535, 0.4450957477092743, 3.7180593013763428, 56.53064727783203, 0.9999120668350584, -0.38062783139497613, -0.529033784879542, -0.40184877786203943, -0.589478414513967, -0.5215955397882042]",[1],J0043.8+3425,fsrq,J0043.8+3425,fsrq,fsrq,J0043.8+3425,fsrq,J0043.8+3425,fsrq
62,J0044.2-8424,"[2.6622695922851562, 2.6612625122070312, 2.622983694076538, 43.068355560302734, -29.674439810566206, -29.480105754434078, -28.22760617806664, -29.584033423865275, -24.046463958549303, 0.0002643668558448553, 0.754335880279541, 0.028395893052220345, 7.511814594268799, -0.4884399599466266, -0.546972334586816, -0.7514077778610071, -0.8702460822306972, -0.18268827622963352, -0.9999239168385119]",[1],J0046.7-8419,fsrq,J0044.2-8424,fsrq,fsrq,J0044.2-8424,fsrq,J0044.2-8424,fsrq
63,J0045.1-3706,"[2.5946521759033203, 2.57889986038208, 2.54337739944458, 102.66680145263672, -29.101915584361528, -28.894858139802192, -28.5269076536098, -29.00107520872747, -24.00333744578304, 0.024906011298298836, 0.5581784248352051, 0.7196789979934692, 20.807491302490234, -0.24830706726538557, -0.6938794892688259, -0.7449913714285944, -0.7508418982699808, -0.8789761073142683, -0.037460595042041016]",[1],J0045.2-3704,bcu,J0045.1-3706,bcu,fsrq,J0045.1-3706,fsrq,J0045.1-3706,fsrq
64,J0045.3+2128,"[1.809100866317749, 1.6690747737884521, 1.582654356956482, 222.41537475585938, -31.870155162703526, -31.6676274074931, -27.613055077630673, -31.753683603227383, -23.34120822075742, 0.07630503177642822, 0.8441885113716125, 3.4193170070648193, 42.99823760986328, 0.09879353858436571, -0.3779271116990586, -0.40462895231090296, -0.2724391439012918, -0.5695546054791374, -0.3332875597508302]",[1],J0045.3+2126,bll,J0045.3+2128,bll,bll,J0045.3+2128,bll,J0045.3+2128,bll
65,J0045.7+1217,"[1.9824254512786865, 1.9571126699447632, 1.8639429807662964, 37.515174865722656, -32.03085007384402, -31.827054578248546, -28.01283849111532, -31.91516453522985, -23.56637324411532, 0.02066095918416977, 0.3539309501647949, 0.7327895164489746, 25.8033390045166, -0.37990228892216243, -0.5648545108216074, -0.4794880795866835, -0.5158887023341813, -0.3732057901877769, -0.6361940152388396]",[1],J0045.7+1217,bll,J0045.7+1217,bll,bll,J0045.7+1217,bll,J0045.7+1217,bll
66,J0047.0+5657,"[2.1599035263061523, 2.0170788764953613, 1.7878600358963013, 89.8093032836914, -31.461497398313853, -31.206717626771535, -27.880049922567345, -31.2726858058757, -23.432061782762236, 0.11713219434022903, 0.6682678461074829, 3.1382687091827393, 21.822298049926758, 0.3199218757127822, -0.32031116630056417, -0.5541631988337844, -0.479318559328973, -0.6680235987930524, -0.7534944953006482]",[1],J0047.0+5658,bll,J0047.0+5657,bll,bll,J0047.0+5657,bll,J0047.0+5657,bll
67,J0047.9+3947,"[1.9808937311172485, 1.949684500694275, 1.8599088191986084, 52.794593811035156, -32.15872471805611, -31.958419711572358, -28.166738211954158, -32.04270903274849, -23.723181691037258, 0.02774697169661522, 0.41853198409080505, 1.006461501121521, 26.29840087890625, -0.2662133134273967, -0.5401330413548495, -0.4950362176176486, -0.49084727535893385, -0.43580495336551167, -0.5520063541549163]",[1],J0048.0+3950,bll,J0047.9+3947,bll,bll,J0047.9+3947,bll,J0047.9+3947,bll
68,J0047.9+5448,"[1.5751969814300537, 1.5806273221969604, 1.6147278547286987, 10.841017723083496, -36.435570198161756, -36.216741081070055, -28.645443864240345, -36.32754417279318, -24.170258220674352, -0.00852305255830288, 0.0, 0.10431092977523804, 6.576597213745117, 0.737153414254488, 0.9998330376388269, -0.8235311984361866, 0.5931161834018687, -0.45688412524237293, -0.17826065451923984]",[1],J0047.9+5447,bcu,J0047.9+5448,bcu,bcu,J0047.9+5448,bcu,J0047.9+5448,bcu
69,J0047.9+2233,"[2.508938789367676, 2.5131337642669678, 2.4468140602111816, 125.62030792236328, -30.72502407591814, -30.611196933083722, -27.91244370315161, -30.61345403405016, -23.761957692067288, 0.015077728778123856, 1.2487925291061401, 0.3871668875217438, 10.31091022491455, 0.7237420397348521, -0.6748641839831814, -0.7713906660256079, -0.5685060576351249, -0.654484145242873, -0.999860695673763]",[1],J0048.0+2236,fsrq,J0047.9+2233,fsrq,fsrq,J0047.9+2233,fsrq,J0047.9+2233,fsrq
70,J0049.4-5402,"[2.1866331100463867, 2.0520005226135254, 1.814456820487976, 11.34560489654541, -31.856143070634218, -31.518138005904206, -28.682863433051182, -31.609733883596775, -24.159086245766044, 0.14205175638198853, 0.2058282196521759, 1.8548208475112915, 12.799026489257812, -0.6625872383010072, -0.44667104920362455, -0.5407286032833007, -0.5418448172094316, -0.6154287298680059, -0.9999877697407938]",[1],J0049.4-5401,bcu,J0049.4-5402,bcu,bcu,J0049.4-5402,bll,J0049.4-5402,bll
71,J0049.5-4150,"[1.9923889636993408, 1.9327539205551147, 1.7455544471740723, 4.209863662719727, -33.802848580424865, -33.60322474635009, -28.85586281464864, -33.65801884988793, -24.33884725369184, 0.05578650161623955, 0.0, 0.5748642683029175, 5.626362323760986, -0.999740632235003, 0.9910530106816415, -0.6032889580998243, -0.5553319908591362, -0.14382001127802896, -0.6921032052863757]",[1],J0049.4-4149,bcu,J0049.5-4150,bcu,bcu,J0049.5-4150,bcu,J0049.5-4150,bcu
72,J0049.6-4500,"[2.6326446533203125, 2.5826871395111084, 2.3408613204956055, 9.283709526062012, -30.244388278972806, -30.027525705367697, -28.66241763722379, -30.066048714809394, -24.439069432054904, 0.060025595128536224, 0.08008717000484467, 0.6132423877716064, 7.367239475250244, -0.008639023112513411, -0.7124845772812081, -0.7338761480724255, -0.7318232117872646, -0.9999998260762007, 0.7629124795731823]",[1],J0050.0-4458,bcu,J0049.6-4500,bcu,fsrq,J0049.6-4500,fsrq,J0049.6-4500,fsrq
73,J0049.7+0237,"[2.2106740474700928, 2.1641383171081543, 2.019664764404297, 115.45196533203125, -30.376480302138596, -30.14299789846945, -28.062639353914097, -30.215076922815058, -23.457666910885447, 0.057245392352342606, 0.41586488485336304, 2.5329184532165527, 36.93881607055664, 0.5360875748096349, -0.5340578761229899, -0.6126929860247178, -0.5443379608475247, -0.7747478892480507, -0.6797901556103522]",[1],J0049.7+0237,bll,J0049.7+0237,bll,bll,J0049.7+0237,bll,J0049.7+0237,bll
74,J0050.0-5736,"[2.616628646850586, 2.611555576324463, 2.6008520126342773, 65.85706329345703, -29.824565654206946, -29.666296150881212, -28.403495004451596, -29.757709397998063, -24.093209151210363, 0.008495748043060303, 0.5070788860321045, 0.23702959716320038, 19.607419967651367, -0.2407809172399174, -0.6602894227391998, -0.7847611536647856, -0.679759144737016, -0.6974432656594794, -0.9999552491330091]",[1],J0049.8-5737,fsrq,J0050.0-5736,fsrq,fsrq,J0050.0-5736,fsrq,J0050.0-5736,fsrq
75,J0050.4-0452,"[2.378105640411377, 2.3358187675476074, 2.1616597175598145, 206.61996459960938, -29.97455240373378, -29.741420261289566, -28.106993059380933, -29.804714786340796, -23.54796324060228, 0.06921294331550598, 0.7796493172645569, 2.4598214626312256, 27.50169563293457, -0.24905515126449637, -0.5934253893831536, -0.6972302857826345, -0.5604920938113266, -0.8934882541988912, -0.6446963248171045]",[1],J0050.4-0449,fsrq,J0050.4-0452,fsrq,fsrq,J0050.4-0452,fsrq,J0050.4-0452,fsrq
76,J0050.7-0929,"[2.0163779258728027, 1.921019196510315, 1.8474414348602295, 157.92974853515625, -29.83616081711178, -29.655407159284593, -27.362526722270147, -29.7427281752383, -22.91047668700936, 0.06111099198460579, 0.30774903297424316, 5.024077415466309, 76.29878997802734, 0.01931466526813729, -0.36934128249151504, -0.5302910723210528, -0.4977445160342467, -0.5753576295306623, -0.6660754926942856]",[1],J0050.6-0929,BLL,J0050.7-0929,BLL,BLL,J0050.7-0929,BLL,J0050.7-0929,BLL
77,J0051.1-0648,"[2.350569248199463, 2.2325620651245117, 1.9588090181350708, 152.874267578125, -29.69706886311607, -29.405164373555895, -28.049454449138306, -29.481328096894334, -23.478071881490244, 0.148496612906456, 0.7654555439949036, 4.207913875579834, 24.39969253540039, 0.9991186626901901, -0.5543571119376111, -0.6325821545791258, -0.7196795647732988, -0.6707173882740304, -0.9993203031502156]",[1],J0051.0-0649,fsrq,J0051.1-0648,fsrq,fsrq,J0051.1-0648,fsrq,J0051.1-0648,fsrq
78,J0051.2-6242,"[1.7622628211975098, 1.5837515592575073, 1.4653750658035278, 164.28955078125, -31.999008045944883, -31.77420896855131, -27.603624232095033, -31.86251604535261, -23.3815776940068, 0.09435062110424042, 0.5325739979743958, 5.158425807952881, 57.27042770385742, 0.9748267669767159, 0.26484630796968717, -0.326587824693071, -0.30342042546733405, -0.43736788252780506, -0.46561668156473024]",[1],J0051.2-6241,bcu,J0051.2-6242,bll,bll,J0051.2-6242,bll,J0051.2-6242,bll
79,J0054.7-2455,"[1.7745269536972046, 1.683218002319336, 1.5203591585159302, 16.972061157226562, -32.92804963857566, -32.61661734762691, -27.957890258242333, -32.70973387287558, -23.726561503129933, 0.07679501920938492, 0.18397311866283417, 2.6471149921417236, 28.226276397705078, -0.6910903478712146, -0.4160895086651345, -0.39595454619809956, -0.34693789030342886, -0.3851675016908803, -0.4727675204809736]",[1],J0054.8-2455,bll,J0054.7-2455,bll,bll,J0054.7-2455,bll,J0054.7-2455,bll
80,J0055.1-1219,"[2.3250038623809814, 2.2551605701446533, 1.9136180877685547, 94.57510375976562, -30.72320144685485, -30.41982429439148, -28.42907419305921, -30.47122496845707, -23.9021486818239, 0.1317995935678482, 0.8922697901725769, 2.5344154834747314, 15.10350227355957, 0.9970299074293028, -0.45326256914710866, -0.6122389294471466, -0.6755354941749494, -0.8519519672759001, -0.9999781600140408]",[1],J0055.2-1213,bcu,J0055.1-1219,bcu,bcu,J0055.1-1219,bcu,J0055.1-1219,bcu
81,J0056.3-0935,"[1.8729496002197266, 1.8635517358779907, 1.8311686515808105, 22.671005249023438, -32.70913453922201, -32.50973919364108, -28.015491921458306, -32.627377279502646, -23.649209489316505, 0.006912173703312874, 0.27817320823669434, 0.2489391714334488, 24.073341369628906, -0.8485263922464797, -0.2979599771917133, -0.5259707471899926, -0.40980542006813453, -0.5773341313046979, -0.03781686745896875]",[1],J0056.3-0935,bll,J0056.3-0935,bll,bll,J0056.3-0935,bll,J0056.3-0935,bll
82,J0056.4-2118,"[1.9121007919311523, 1.7324186563491821, 1.4902697801589966, 25.11961555480957, -31.57622361915176, -31.29703413388698, -27.991388058606322, -31.36804184710423, -23.531635371378332, 0.12346265465021133, 0.26254743337631226, 4.137301445007324, 29.5387020111084, 0.9944456580038077, -0.1345681681584719, -0.42372058276432617, -0.33667730851885214, -0.5417760653385585, -0.8870890247667556]",[1],J0056.3-2116,bll,J0056.4-2118,bll,bll,J0056.4-2118,bll,J0056.4-2118,bll
83,J0058.0-0539,"[2.4572598934173584, 2.4435415267944336, 2.3746073246002197, 55.397003173828125, -30.192008185781518, -30.022941708358356, -28.24273857621643, -30.08722315824411, -23.813803946569166, 0.025534050539135933, 0.5359497666358948, 0.656581461429596, 13.591805458068848, -0.11108012615684397, -0.6393052799873633, -0.7208146124840815, -0.5292826522330936, -0.9999999975420402, 0.9999999087147555]",[1],J0057.9-0542,fsrq,J0058.0-0539,fsrq,fsrq,J0058.0-0539,fsrq,J0058.0-0539,fsrq
84,J0058.0-3233,"[2.108067274093628, 1.9158047437667847, 1.6751126050949097, 66.11323547363281, -30.4460555181393, -30.16693897166, -27.990994980261636, -30.243289699576323, -23.40242850409317, 0.14846758544445038, 0.34064048528671265, 5.455936431884766, 39.9495735168457, 0.225665283211973, -0.41338165037582436, -0.4954017912146606, -0.5810110928625534, -0.6679111244321669, -0.9235099664911651]",[1],J0058.0-3233,bll,J0058.0-3233,bll,bll,J0058.0-3233,bll,J0058.0-3233,bll
85,J0058.4+3315,"[2.343221664428711, 2.301743268966675, 2.0935285091400146, 79.38579559326172, -31.399272100124687, -31.168113209621605, -28.512508776896176, -31.23247308213772, -24.10569796210647, 0.032184697687625885, 1.3434003591537476, 0.3537624776363373, 8.211487770080566, -0.41158846387663456, -0.8271956094736653, -0.4391239855774942, -0.5965593701864689, -0.7137037763705705, -0.9999679371097662]",[1],J0058.3+3315,fsrq,J0058.4+3315,fsrq,fsrq,J0058.4+3315,fsrq,J0058.4+3315,fsrq
86,J0059.2+0006,"[2.376387357711792, 2.3754966259002686, 2.2808282375335693, 11.865838050842285, -31.63418705661357, -31.491334749921233, -28.40374292308672, -31.543039310828796, -24.121989117940597, 0.00013636999938171357, 0.3058300018310547, 0.02078179642558098, 6.244401454925537, -0.9994296097318661, 0.9848718852700055, -0.7809349574489536, -0.444289254976836, -0.5239289140774009, -0.9999651980545838]",[1],J0059.6+0003,fsrq,J0059.2+0006,fsrq,fsrq,J0059.2+0006,fsrq,J0059.2+0006,fsrq
87,J0059.3-0152,"[1.805440068244934, 1.643099069595337, 1.3981252908706665, 8.876599311828613, -34.058162773452, -33.64865567135807, -28.43525904443131, -33.76470103718803, -24.00589871610866, 0.1258309930562973, 0.0, 1.430849552154541, 10.346473693847656, 0.9783837092211961, -0.41224281017779335, -0.8531679147648695, 0.39441830725667376, -0.4770151332158559, -0.5763936669802996]",[1],J0059.2-0152,bll,J0059.3-0152,bll,bll,J0059.3-0152,bll,J0059.3-0152,bll
88,J0100.3+0745,"[1.909800410270691, 1.6839302778244019, 1.40883469581604, 42.31317901611328, -31.296262909615855, -30.978080377434118, -27.7192512122586, -31.061695238511728, -23.24714178316015, 0.15141016244888306, 0.28066349029541016, 5.587425231933594, 40.044010162353516, 0.9965142770303601, -0.11100360598052816, -0.328031332036933, -0.38985924957168006, -0.5565194965117471, -0.8459309289120676]",[1],J0100.2+0745,bll,J0100.3+0745,bll,bll,J0100.3+0745,bll,J0100.3+0745,bll
89,J0101.1-6422,"[2.1639647483825684, 1.8125057220458984, 0.9735407829284668, 6.243208885192871, -30.210605569040794, -29.713495214989056, -28.363494776647425, -29.789543620544446, -23.319911093689203, 0.40240517258644104, 0.0, 13.936768531799316, 55.725807189941406, 0.9970002692044736, -0.24237699124029294, -0.4366837996170456, -0.7369318965188029, -0.8959092348456635, -0.9998718064517995]",[0],J0101.0-6422,PSR,J0101.1-6422,PSR,PSR,J0101.1-6422,MSP,J0101.1-6422,MSP
90,J0102.4+4214,"[2.679718255996704, 2.6228461265563965, 2.2264699935913086, 136.2788543701172, -28.930066439041948, -28.55662434329779, -28.30842759902927, -28.563613194604137, -23.98356470576869, 0.15485987067222595, 0.861770749092102, 2.5708987712860107, 15.736738204956055, 0.8848052735652211, -0.6788035445552688, -0.8253824954659108, -0.7752720433566691, -0.7346705932018377, -0.9989135257549322]",[1],J0102.3+4217,fsrq,J0102.4+4214,fsrq,fsrq,J0102.4+4214,fsrq,J0102.4+4214,fsrq
91,J0102.8+5824,"[2.291783332824707, 2.218036413192749, 2.138946056365967, 1330.4490966796875, -29.454509576166195, -29.262166807837183, -27.279516505101135, -29.347405372275915, -22.864765430646884, 0.06508300453424454, 0.9102705121040344, 4.6382951736450195, 60.84796142578125, -0.11749018490336346, -0.483605233355766, -0.630522858025794, -0.6387371926731581, -0.6701760076217166, -0.7549948318403599]",[1],J0102.8+5825,fsrq,J0102.8+5824,fsrq,fsrq,J0102.8+5824,fsrq,J0102.8+5824,fsrq
92,J0102.8+4839,"[2.1854031085968018, 2.001575469970703, 1.3793259859085083, 6.543138027191162, -30.75562744552313, -30.366524353754034, -27.825798218807787, -30.375935026384504, -23.10267977775865, 0.26372575759887695, 0.0, 9.398269653320312, 39.292762756347656, 0.9847420226037434, -0.2744655797942227, -0.4540481320728813, -0.5916245038438182, -0.8682484679403539, -0.9999650557603553]",[0],J0102.8+4840,PSR,J0102.8+4839,PSR,PSR,J0102.8+4839,MSP,J0102.8+4839,MSP
93,J0103.5+5337,"[1.7933552265167236, 1.6273760795593262, 1.5665992498397827, 33.12952423095703, -33.189599685557006, -32.89019350471151, -28.023948885569094, -33.03854878393191, -23.599529737592004, 0.11335299909114838, 0.45923495292663574, 3.0012271404266357, 20.47719955444336, -0.9999999998104152, 0.9999999976111574, 0.386343663861338, -0.37747293750168737, -0.449128037574146, -0.4087420608136472]",[1],J0103.4+5336,bll,J0103.5+5337,bll,bll,J0103.5+5337,bll,J0103.5+5337,bll
