,4fgldr1,4fgldr1-cls1_x,4fgldr1-3fgl,4fgldr1_features,4fgldr1_labels,3fgl,3fgl-cls1,4fgldr1-cls1_y,4fgldr2,4fgldr2-cls1,4fgldr3,4fgldr3-cls1,4fgldr4,4fgldr4-cls1,predict_lr_dr1,predict_nn_dr1,predict_dnn_dr1,predict_rf_dr1
41,J0030.4+0451,PSR,J0030.4+0451,"[2.088047981262207, 1.7581394910812378, 0.9148048162460327, 10.896864891052246, -29.108258125613006, -28.58658366470595, -27.493467994904506, -28.663169391777725, -22.352099493863623, 0.38857683539390564, 0.03098449483513832, 28.29245376586914, 120.39053344726562, -0.03538649536425044, -0.16498752591373386, -0.4578671018693912, -0.7380286879499091, -0.9547628707901424, -0.9999999983244953]",[0],J0030.4+0451,PSR,PSR,J0030.4+0451,PSR,J0030.4+0451,MSP,J0030.4+0451,MSP,PSR,PSR,PSR,PSR
42,J0030.6-0212,bcu,J0030.7-0209,"[2.392395257949829, 2.2715046405792236, 2.103788375854492, 695.0655517578125, -28.338352864228682, -28.11553729446158, -27.83403697590672, -28.200118640602785, -23.204146413133657, 0.10139001160860062, 0.9216076135635376, 4.341538906097412, 43.08195114135742, 0.29112796788576595, -0.5400823781090027, -0.7074836393430062, -0.6326802979844501, -0.8696996666836335, -0.9999999959107942]",[1],J0030.7-0209,bcu,bcu,J0030.6-0212,bcu,J0030.6-0212,fsrq,J0030.6-0212,fsrq,AGN,AGN,AGN,AGN
43,J0031.3+0726,bll,J0031.3+0724,"[1.9919337034225464, 2.068665027618408, 1.9009557962417603, 13.281997680664062, -33.20507205290076, -33.01060032979722, -28.46423476300782, -33.11124231966363, -23.958083627021985, -0.04689914360642433, 0.5212528705596924, 0.4985412657260895, 7.548757553100586, -0.4975947914142805, -0.8776600847067044, -0.07004214619256295, -0.7760397251587559, 0.1303752215953011, -0.5973499869621107]",[1],J0031.3+0724,bcu,bll,J0031.3+0726,bll,J0031.3+0726,bll,J0031.3+0726,bll,AGN,AGN,AGN,AGN
44,J0032.4-2849,bll,J0032.3-2852,"[2.2968099117279053, 2.233945608139038, 2.1731820106506348, 10.09860897064209, -31.217950601324276, -30.93107435962131, -28.62292910633909, -31.080886549695652, -24.113595725338, 0.08533845096826553, 0.36001262068748474, 0.9477518796920776, 7.599360466003418, -0.6072480678422679, -0.34991659887736537, -0.5948025516276729, -0.6804924130045634, -0.8462882145352112, 0.038034661201691626]",[1],J0032.3-2852,bll,bll,J0032.4-2849,bll,J0032.4-2849,bll,J0032.4-2849,bll,AGN,AGN,AGN,AGN
45,J0033.5-1921,bll,J0033.6-1921,"[1.766718864440918, 1.6376711130142212, 1.5681812763214111, 27.173614501953125, -30.949121925294346, -30.750742533442622, -27.177846358510944, -30.844080728254546, -22.945294259717972, 0.06644224375486374, 0.16308875381946564, 4.681310653686523, 62.083744049072266, 0.1366309338578892, -0.1656233580237251, -0.3985739100447784, -0.3366141564742239, -0.45248141303054756, -0.45245827178965625]",[1],J0033.6-1921,bll,bll,J0033.5-1921,bll,J0033.5-1921,bll,J0033.5-1921,bll,AGN,AGN,AGN,AGN
46,J0034.3-0534,PSR,J0034.3-0534,"[2.2133901119232178, 1.9943381547927856, 1.504067063331604, 4.971093654632568, -29.3562059489466, -28.969746936353637, -27.884077689492994, -29.048585468308843, -22.94951691882061, 0.22917644679546356, 0.0, 9.458191871643066, 51.41459274291992, -0.3264011883955806, -0.30360854519930974, -0.5483980951289689, -0.6902198488926716, -0.9238302061654575, -0.9999875923251208]",[0],J0034.3-0534,PSR,PSR,J0034.3-0534,PSR,J0034.3-0534,MSP,J0034.3-0534,MSP,PSR,PSR,PSR,AGN
47,J0035.2+1514,bll,J0035.2+1513,"[1.841721773147583, 1.7684717178344727, 1.644477128982544, 26.144092559814453, -32.34013889108633, -32.05987417269251, -27.70713046237846, -32.1591201920636, -23.399898355559497, 0.0631425678730011, 0.29206109046936035, 2.312174081802368, 29.396303176879883, 0.364095914176004, -0.4596828534114485, -0.4376524366966445, -0.3591245960095551, -0.46516541787073584, -0.4990138003745057]",[1],J0035.2+1513,bll,bll,J0035.2+1514,bll,J0035.2+1514,bll,J0035.2+1514,bll,AGN,AGN,AGN,AGN
48,J0035.9+5950,bll,J0035.9+5949,"[1.7547414302825928, 1.6547436714172363, 1.6118617057800293, 149.76358032226562, -32.03457660487546, -31.86925731611273, -27.111848505750103, -31.962754194385873, -22.812889521463614, 0.05110841989517212, 0.42588719725608826, 3.11930513381958, 61.3066291809082, 0.882102680600534, -0.30856454369644715, -0.47214673315326394, -0.2482097450844388, -0.42916678535885, -0.349388680933989]",[1],J0035.9+5949,bll,bll,J0035.9+5950,bll,J0035.9+5950,bll,J0035.9+5950,bll,AGN,AGN,AGN,AGN
49,J0037.8+1239,bll,J0037.9+1239,"[2.187443733215332, 2.1925430297851562, 2.158686637878418, 53.488197326660156, -31.084371890998778, -30.94759354257446, -28.06919052993431, -31.02787347370409, -23.527774980400856, -0.006546934135258198, 0.5709332823753357, 0.20076560974121094, 18.105642318725586, 0.13091398132178633, -0.594895879717419, -0.6426374455617576, -0.4932775723094085, -0.6033993834248044, -0.5503454935076864]",[1],J0037.9+1239,bll,bll,J0037.8+1239,bll,J0037.8+1239,bll,J0037.8+1239,bll,AGN,AGN,AGN,AGN
50,J0038.1+0012,bll,J0038.0+0012,"[2.035956382751465, 2.029378652572632, 1.9316914081573486, 3.821707010269165, -32.35593637642878, -32.19524656013496, -28.29515618659857, -32.24950281123441, -23.80311093152682, 0.006344212684780359, 0.0, 0.14986881613731384, 13.104911804199219, -0.47328220508592567, -0.23371579373959883, -0.7311968626918973, -0.2356293816889375, -0.4919716779659174, -0.6655874878821645]",[1],J0038.0+0012,bll,bll,J0038.1+0012,bll,J0038.1+0012,bll,J0038.1+0012,bll,AGN,AGN,AGN,AGN
51,J0038.2-2459,fsrq,J0038.0-2501,"[2.36381196975708, 2.290992259979248, 1.7643455266952515, 64.82243347167969, -30.67191662230036, -30.29902255310081, -28.50745443828068, -30.340019444371183, -24.01054493613931, 0.21493346989154816, 0.99329674243927, 2.686483383178711, 10.485855102539062, 0.8776353214467273, -0.5333365222155286, -0.7056088341967032, -0.5312546714041065, -0.9997571174212452, -0.7102897803686136]",[1],J0038.0-2501,fsrq,fsrq,J0038.2-2459,fsrq,J0038.2-2459,fsrq,J0038.2-2459,fsrq,AGN,AGN,AGN,AGN
52,J0039.0-0946,fsrq,J0039.1-0939,"[2.7169766426086426, 2.626371145248413, 2.316890239715576, 14.110697746276855, -28.621442632073123, -28.32545738001691, -28.321386100061957, -28.382605512632484, -23.977229200214392, 0.1167869046330452, 0.276827871799469, 1.4058161973953247, 10.354729652404785, -0.5534812789737055, -0.6064030238387588, -0.7878986449468963, -0.8090817214542534, -0.9999253579973064, 0.5012363588855371]",[1],J0039.1-0939,fsrq,fsrq,J0039.0-0946,fsrq,J0039.0-0946,fsrq,J0039.0-0946,fsrq,AGN,AGN,AGN,AGN
53,J0039.1-2219,bcu,J0039.0-2218,"[1.808301329612732, 1.711978793144226, 1.7106289863586426, 6.334054470062256, -33.57337150216939, -33.26227205364567, -28.40618265681494, -33.45883155411101, -24.066425182091365, 0.08384782075881958, 0.0, 1.1591497659683228, 9.915740966796875, 0.9089929351693515, -0.7712689111880678, -0.24769119592233668, -0.30242118525986195, -0.5242252355187529, -0.9999920800640811]",[1],J0039.0-2218,bcu,bcu,J0039.1-2219,bcu,J0039.1-2219,bll,J0039.1-2219,bll,AGN,AGN,AGN,AGN
54,J0039.1+4330,bcu,J0039.1+4330,"[2.0126612186431885, 1.88140869140625, 1.200745940208435, 22.64211654663086, -32.85487959109768, -32.37569729583008, -28.491136372188528, -32.41791582852647, -23.998322393088802, 0.2546277642250061, 0.5871909260749817, 2.2992377281188965, 8.829047203063965, 0.9788796368058967, 0.9966384668665685, -0.48005000757343835, -0.36109434212919755, -0.5840178091385063, -0.999719295924121]",[1],J0039.1+4330,bcu,bcu,J0039.1+4330,bcu,J0039.1+4330,bcu,J0039.1+4330,bcu,AGN,AGN,AGN,AGN
55,J0040.3+4050,bll,J0040.3+4049,"[1.9973711967468262, 2.067600727081299, 2.254772663116455, 16.018068313598633, -33.76402876097092, -33.88361102926351, -28.330168568492528, -33.82691769809883, -23.755719330184863, -0.10029807686805725, 0.6047163605690002, 2.4398932456970215, 8.012127876281738, 0.9945061305224319, -0.6187254175724771, -0.7683142451386468, -0.45258481270139084, -0.738780371093321, 0.37931244610715426]",[1],J0040.3+4049,bcu,bll,J0040.3+4050,bll,J0040.3+4050,bll,J0040.3+4050,bll,AGN,AGN,AGN,AGN
56,J0040.4-2340,bll,J0040.5-2339,"[2.1263959407806396, 2.0071327686309814, 1.5175272226333618, 16.127866744995117, -32.070627128370276, -31.684333829790504, -28.586952960542508, -31.73968686430004, -24.07375679948651, 0.22140584886074066, 0.6110852360725403, 2.122720718383789, 7.873680114746094, -0.19383345779747665, -0.4600268896071818, -0.5081291076638627, -0.7625647346722085, -0.29744975020268216, -0.9997534200923717]",[1],J0040.5-2339,bcu,bll,J0040.4-2340,bll,J0040.4-2340,bll,J0040.4-2340,bll,AGN,AGN,AGN,AGN
57,J0042.0+3640,bll,J0041.9+3639,"[2.168671131134033, 2.1229639053344727, 1.9913948774337769, 8.312981605529785, -32.57881965181718, -32.355908019759354, -28.47021584764208, -32.426898018329474, -24.021802604816237, 0.04581870883703232, 0.24144098162651062, 0.4537188410758972, 5.71588659286499, -0.9152316885845555, 0.9901405896147843, -0.8705734973618885, -0.12827643212820194, -0.596469051708327, -0.9999990706040649]",[1],J0041.9+3639,bll,bll,J0042.0+3640,bll,J0042.0+3640,bll,J0042.0+3640,bll,AGN,AGN,AGN,AGN
58,J0042.2+2319,fsrq,J0042.0+2318,"[2.288627862930298, 2.1724326610565186, 1.868554711341858, 14.183246612548828, -31.091888897300212, -30.757185353104752, -28.271097443651296, -30.836935071936978, -23.78447186789633, 0.1550655961036682, 0.3157281279563904, 2.1565093994140625, 12.997247695922852, 0.9999754653297268, -0.7100154093215916, -0.6041910383211032, -0.6310121405202667, -0.6946834242704547, -0.9999513281774393]",[1],J0042.0+2318,fsrq,fsrq,J0042.2+2319,fsrq,J0042.2+2319,fsrq,J0042.2+2319,fsrq,AGN,AGN,AGN,AGN
59,J0043.5-0442,bll,J0043.5-0444,"[1.9474424123764038, 1.9539130926132202, 1.8365095853805542, 10.856812477111816, -33.592749138927445, -33.441534304961024, -28.40533531612631, -33.48949150407262, -23.882169507729603, -0.005116315092891455, 0.20206277072429657, 0.07442747801542282, 7.255877494812012, -0.8424332728685436, -0.5502830840141949, -0.627211942169239, -0.36292798746294586, -0.5089659749448889, -0.16617754070787025]",[1],J0043.5-0444,bcu,bll,J0043.5-0442,bll,J0043.5-0442,bll,J0043.5-0442,bll,AGN,AGN,AGN,AGN
60,J0043.7-1116,bll,J0043.7-1117,"[1.9280754327774048, 1.733946442604065, 1.3688222169876099, 11.312284469604492, -32.86393447938855, -32.489625866426636, -28.361414775410857, -32.56135900392129, -23.93132590648188, 0.1743120402097702, 0.4147554934024811, 1.7606483697891235, 8.541921615600586, 0.9987971374119753, -0.8167602161888853, -0.3701859389185246, -0.36607125617122094, -0.6674387836639225, -0.5628659358273365]",[1],J0043.7-1117,bcu,bll,J0043.7-1116,bll,J0043.7-1116,bll,J0043.7-1116,bll,AGN,AGN,AGN,AGN
61,J0043.8+3425,fsrq,J0043.8+3425,"[1.9415438175201416, 1.8540557622909546, 1.7915990352630615, 190.25135803222656, -30.49151042361068, -30.328116739218483, -27.38478169974988, -30.40951805703059, -22.997252336731965, 0.04955409839749336, 0.5041026473045349, 3.2601449489593506, 51.227176666259766, 0.9961279639585949, -0.4088617719008256, -0.5266896291851397, -0.38996141407590507, -0.6036818086908243, -0.455861239773657]",[1],J0043.8+3425,fsrq,fsrq,J0043.8+3425,fsrq,J0043.8+3425,fsrq,J0043.8+3425,fsrq,AGN,AGN,AGN,AGN
62,J0044.2-8424,fsrq,J0046.7-8419,"[2.6145026683807373, 2.634160280227661, 2.5768747329711914, 37.876949310302734, -30.09694460239288, -29.909038098287034, -28.09047449991336, -30.00641166424394, -23.94862989151463, -0.02307216078042984, 0.7552075386047363, 0.31506603956222534, 7.020440578460693, -0.4474597249653509, -0.5751532604386421, -0.677665353475801, -0.8984765856260912, -0.006889063864252591, -0.9999808067047394]",[1],J0046.7-8419,fsrq,fsrq,J0044.2-8424,fsrq,J0044.2-8424,fsrq,J0044.2-8424,fsrq,AGN,AGN,AGN,AGN
63,J0045.1-3706,bcu,J0045.2-3704,"[2.5614771842956543, 2.5496602058410645, 2.5220677852630615, 96.88583374023438, -29.161861909980335, -28.953711755351538, -28.403588436265572, -29.067403914398447, -23.872447523876996, 0.018765566870570183, 0.6283195614814758, 0.5004929304122925, 18.92472267150879, -0.24097764499315072, -0.6798166639752042, -0.754414890620128, -0.7127825744815389, -0.869405059211526, 0.0068737166084923]",[1],J0045.2-3704,bcu,bcu,J0045.1-3706,fsrq,J0045.1-3706,fsrq,J0045.1-3706,fsrq,AGN,AGN,AGN,AGN
64,J0045.3+2128,bll,J0045.3+2126,"[1.7999823093414307, 1.6623224020004272, 1.5846318006515503, 144.95066833496094, -31.61501151462697, -31.423543102943547, -27.425335809744805, -31.50910848908708, -23.16502928442672, 0.07137957215309143, 0.7067996263504028, 3.2419979572296143, 43.481040954589844, -0.6404384001668527, -0.4157805047563686, -0.4011504560595779, -0.2914225024249943, -0.5432607631937266, -0.32593982190520954]",[1],J0045.3+2126,bll,bll,J0045.3+2128,bll,J0045.3+2128,bll,J0045.3+2128,bll,AGN,AGN,AGN,AGN
65,J0045.7+1217,bll,J0045.7+1217,"[1.9976658821105957, 1.987870216369629, 1.9113881587982178, 30.498245239257812, -31.839673859881202, -31.660307263263707, -27.902666794213065, -31.741504076878094, -23.445087110813287, 0.00864797830581665, 0.33712998032569885, 0.3147868812084198, 23.924524307250977, -0.21760326426386978, -0.4836393615890373, -0.5550879004408312, -0.4588188268023581, -0.4587274377753385, -0.5236090703130274]",[1],J0045.7+1217,bll,bll,J0045.7+1217,bll,J0045.7+1217,bll,J0045.7+1217,bll,AGN,AGN,AGN,AGN
66,J0047.0+5657,bll,J0047.0+5658,"[2.160459280014038, 2.077017307281494, 1.8050897121429443, 69.40971374511719, -31.815920893072015, -31.504440047319754, -27.896521565113414, -31.570253104006696, -23.425461159034654, 0.11459822952747345, 0.5940244197845459, 2.839125394821167, 20.321195602416992, 0.7161507305246407, -0.18357452803332786, -0.5979156347773368, -0.48297064370258935, -0.702372215600104, -0.6855787531001988]",[1],J0047.0+5658,bll,bll,J0047.0+5657,bll,J0047.0+5657,bll,J0047.0+5657,bll,AGN,AGN,AGN,AGN
67,J0047.9+3947,bll,J0048.0+3950,"[1.9829094409942627, 1.9576979875564575, 1.8791613578796387, 46.95185852050781, -32.117882395819485, -31.91823419615628, -28.082554690239046, -32.00942645696214, -23.633083076354424, 0.02410520613193512, 0.48219943046569824, 0.7998616695404053, 22.64307975769043, 0.6306265391179083, -0.48003316180467037, -0.5110517996174783, -0.48883861306223997, -0.4319667922147693, -0.5608609801362866]",[1],J0048.0+3950,bll,bll,J0047.9+3947,bll,J0047.9+3947,bll,J0047.9+3947,bll,AGN,AGN,AGN,AGN
68,J0047.9+5448,bcu,J0047.9+5447,"[1.5285090208053589, 1.521329641342163, 1.5530881881713867, 8.645206451416016, -36.44028866248362, -36.19032925106441, -28.5136174380715, -36.3074905672039, -24.102591859439585, 0.00689379358664155, 0.0, 0.06867656856775284, 6.546353340148926, -0.875606576149576, 0.995896237037532, -0.9496877498151571, 0.9404788604295178, -0.5301559109958649, -0.08794393796812218]",[1],J0047.9+5447,bcu,bcu,J0047.9+5448,bcu,J0047.9+5448,bcu,J0047.9+5448,bcu,AGN,AGN,AGN,AGN
69,J0047.9+2233,fsrq,J0048.0+2236,"[2.5273399353027344, 2.533836841583252, 2.4737489223480225, 93.98931121826172, -30.465647391081927, -30.334352518140808, -27.73709955073582, -30.367401162410854, -23.60056288711828, 0.013444209471344948, 1.0590407848358154, 0.36185330152511597, 10.826709747314453, 0.975756690257928, -0.6429928613457365, -0.7844134123471986, -0.563943124656412, -0.6782551283181802, -0.9999869759084321]",[1],J0048.0+2236,fsrq,fsrq,J0047.9+2233,fsrq,J0047.9+2233,fsrq,J0047.9+2233,fsrq,AGN,AGN,AGN,AGN
70,J0049.4-5402,bcu,J0049.4-5401,"[2.1877923011779785, 2.0534794330596924, 1.790012240409851, 6.806388854980469, -31.615642418071282, -31.261200821106613, -28.540377688282582, -31.356126866305992, -24.008158714509708, 0.15216344594955444, 0.0833025723695755, 1.851495385169983, 11.868011474609375, -0.5641197307085937, -0.5440679789612545, -0.5015436042986139, -0.5881976440839197, -0.5917598118121555, -0.9999862967226049]",[1],J0049.4-5401,bcu,bcu,J0049.4-5402,bcu,J0049.4-5402,bll,J0049.4-5402,bll,AGN,AGN,AGN,AGN
71,J0049.5-4150,bcu,J0049.4-4149,"[2.0535926818847656, 2.050060987472534, 1.9748141765594482, 3.195427894592285, -33.41318800459115, -33.29567319277028, -28.643079418785266, -33.33054170863764, -24.139842226861113, 0.011505169793963432, 0.0, 0.1780615746974945, 5.693571090698242, -0.999481768926176, 0.9929967688865234, -0.7650830750215408, -0.615235318719881, 0.04332845523165518, -0.6894652066238839]",[1],J0049.4-4149,bcu,bcu,J0049.5-4150,bcu,J0049.5-4150,bcu,J0049.5-4150,bcu,AGN,AGN,AGN,AGN
72,J0049.6-4500,bcu,J0050.0-4458,"[2.4936907291412354, 2.227466344833374, 1.787743330001831, 12.534839630126953, -30.767067801352127, -30.369777602321616, -28.60561544957281, -30.47298828380197, -24.282464229695336, 0.287691593170166, 0.48701921105384827, 1.777092695236206, 7.388803482055664, -0.7446169396077617, -0.4900191023921913, -0.6610857415946406, -0.7399727555293624, -0.9999355411451359, -0.9403999418643155]",[1],J0050.0-4458,bcu,bcu,J0049.6-4500,fsrq,J0049.6-4500,fsrq,J0049.6-4500,fsrq,AGN,AGN,AGN,AGN
73,J0049.7+0237,bll,J0049.7+0237,"[2.2396013736724854, 2.1994314193725586, 2.0727875232696533, 66.94254302978516, -30.257102620188505, -30.026301696158967, -28.029223277835044, -30.10792103805856, -23.419672642438805, 0.05117521062493324, 0.38097575306892395, 1.8710941076278687, 28.825519561767578, 0.7810274795637907, -0.5328669664191809, -0.6324046492412401, -0.5536214609175419, -0.7620746625194341, -0.6733478593531098]",[1],J0049.7+0237,bll,bll,J0049.7+0237,bll,J0049.7+0237,bll,J0049.7+0237,bll,AGN,AGN,AGN,AGN
74,J0050.0-5736,fsrq,J0049.8-5737,"[2.603365659713745, 2.609819173812866, 2.6295695304870605, 19.660661697387695, -29.949679119095588, -29.829139228212423, -28.324969196002872, -29.941497953571687, -24.046062386058438, -0.026931867003440857, 0.31604036688804626, 0.639385998249054, 15.205403327941895, -0.11002562564847673, -0.7510009198315388, -0.7607353719024916, -0.6526652367208421, -0.5848334565142975, -0.9999986122806136]",[1],J0049.8-5737,fsrq,fsrq,J0050.0-5736,fsrq,J0050.0-5736,fsrq,J0050.0-5736,fsrq,AGN,AGN,AGN,AGN
75,J0050.4-0452,fsrq,J0050.4-0449,"[2.3977253437042236, 2.364879846572876, 2.2194526195526123, 161.92079162597656, -29.685814507580123, -29.472481278201865, -27.955090684336415, -29.535775070780566, -23.385555336564398, 0.048587266355752945, 0.6615357995033264, 1.7000807523727417, 27.081424713134766, -0.27537364678312376, -0.5949154666535947, -0.688451417393316, -0.5571918893322918, -0.9239656514069284, -0.4908080741666119]",[1],J0050.4-0449,fsrq,fsrq,J0050.4-0452,fsrq,J0050.4-0452,fsrq,J0050.4-0452,fsrq,AGN,AGN,AGN,AGN
76,J0050.7-0929,BLL,J0050.6-0929,"[2.0404043197631836, 1.936932921409607, 1.8423534631729126, 134.4845428466797, -29.675694142182255, -29.47757500521924, -27.30812396429525, -29.564999185605483, -22.8220567418448, 0.07077627629041672, 0.32897359132766724, 5.089946269989014, 66.41314697265625, -0.045720464204974734, -0.3445196584978566, -0.5574302998815599, -0.49468141637501384, -0.6123605074060011, -0.7387073712171719]",[1],J0050.6-0929,BLL,BLL,J0050.7-0929,BLL,J0050.7-0929,BLL,J0050.7-0929,BLL,AGN,AGN,AGN,AGN
77,J0051.1-0648,fsrq,J0051.0-0649,"[2.3343279361724854, 2.1872832775115967, 1.9214205741882324, 145.84059143066406, -29.539269281688206, -29.24214083720105, -27.92037961687381, -29.32409033241008, -23.32460218904054, 0.16214220225811005, 0.8632879853248596, 4.029719352722168, 22.770898818969727, 0.999595331043181, -0.49295566725956175, -0.6219451457354467, -0.7105763991885161, -0.6072523817989856, -0.9999827409728611]",[1],J0051.0-0649,fsrq,fsrq,J0051.1-0648,fsrq,J0051.1-0648,fsrq,J0051.1-0648,fsrq,AGN,AGN,AGN,AGN
78,J0051.2-6242,bll,J0051.2-6241,"[1.7114965915679932, 1.5158039331436157, 1.354990005493164, 29.625205993652344, -32.233718924521966, -31.956090204112805, -27.549716630177777, -32.047383527236335, -23.359874918955178, 0.1100151315331459, 0.2357923835515976, 5.047303199768066, 44.77458190917969, 0.9999149471537921, 0.3387151199340466, -0.3539644571122516, -0.2144632037146492, -0.4341586201295254, -0.45005984901084195]",[1],J0051.2-6241,bcu,bll,J0051.2-6242,bll,J0051.2-6242,bll,J0051.2-6242,bll,AGN,AGN,AGN,AGN
79,J0054.7-2455,bll,J0054.8-2455,"[1.7468208074569702, 1.5869901180267334, 1.4566333293914795, 11.190835952758789, -32.290550682721545, -32.04092026492012, -27.724242295743075, -32.13035312356125, -23.480029995776448, 0.09162894636392593, 0.151498481631279, 3.030348062515259, 26.82680892944336, -0.7294811642293095, -0.2216331913439769, -0.3536942672011349, -0.30032350202716757, -0.4207060656669611, -0.40388972235516163]",[1],J0054.8-2455,bll,bll,J0054.7-2455,bll,J0054.7-2455,bll,J0054.7-2455,bll,AGN,AGN,AGN,AGN
80,J0055.1-1219,bcu,J0055.2-1213,"[2.3187096118927, 2.2341558933258057, 1.860637903213501, 91.55366516113281, -30.433873782665685, -30.11419062570527, -28.298368859529553, -30.168354971908926, -23.743065055443957, 0.1485808938741684, 0.8854143619537354, 2.661118745803833, 14.57268238067627, 0.9972564333848626, -0.5048045486974503, -0.5744748692696829, -0.7249544865568118, -0.7518715910536214, -0.999964176177434]",[1],J0055.2-1213,bcu,bcu,J0055.1-1219,bcu,J0055.1-1219,bcu,J0055.1-1219,bcu,AGN,AGN,AGN,AGN
81,J0056.3-0935,bll,J0056.3-0935,"[1.870928168296814, 1.867004632949829, 1.8373243808746338, 18.438264846801758, -32.6441814203968, -32.463551788070234, -27.926520625915902, -32.572883808910206, -23.560643732155874, 0.0034685134887695312, 0.3024023473262787, 0.10548586398363113, 20.420991897583008, -0.8919672057139078, -0.17643930746449876, -0.49630285682051856, -0.46623461804646604, -0.4686543038492585, -0.2006367919653457]",[1],J0056.3-0935,bll,bll,J0056.3-0935,bll,J0056.3-0935,bll,J0056.3-0935,bll,AGN,AGN,AGN,AGN
82,J0056.4-2118,bll,J0056.3-2116,"[1.917425274848938, 1.7608815431594849, 1.5022026300430298, 6.8107829093933105, -31.667058636659604, -31.38057409287427, -27.959050635800562, -31.449984561490623, -23.49511545214064, 0.12235184013843536, 0.0, 3.4426989555358887, 23.01467514038086, 0.9989696658300931, 0.19550826020279394, -0.41094548925018654, -0.39972524074703203, -0.4933007270258219, -0.9141936284403355]",[1],J0056.3-2116,bll,bll,J0056.4-2118,bll,J0056.4-2118,bll,J0056.4-2118,bll,AGN,AGN,AGN,AGN
83,J0058.0-0539,fsrq,J0057.9-0542,"[2.4596993923187256, 2.457031488418579, 2.4237818717956543, 53.025474548339844, -30.069015874536685, -29.93262726465569, -28.12278050475791, -30.00073607928879, -23.688764534640228, 0.002762896241620183, 0.5662074685096741, 0.08438806235790253, 12.85505485534668, -0.09152028693693331, -0.7156668527204675, -0.7023884383522004, -0.4951203469898707, -0.9999998866976234, 0.999996336279498]",[1],J0057.9-0542,fsrq,fsrq,J0058.0-0539,fsrq,J0058.0-0539,fsrq,J0058.0-0539,fsrq,AGN,AGN,AGN,AGN
84,J0058.0-3233,bll,J0058.0-3233,"[2.1069655418395996, 1.9547475576400757, 1.7737730741500854, 61.18214416503906, -29.980812897178, -29.728550266684554, -27.874123068506226, -29.815513059204182, -23.28196688125586, 0.1120963916182518, 0.35089901089668274, 4.471376895904541, 38.284324645996094, 0.33613549097935186, -0.4777363457450341, -0.4991048898894073, -0.6128236071873636, -0.6322179868700794, -0.8965864386787691]",[1],J0058.0-3233,bll,bll,J0058.0-3233,bll,J0058.0-3233,bll,J0058.0-3233,bll,AGN,AGN,AGN,AGN
85,J0058.4+3315,fsrq,J0058.3+3315,"[2.3609817028045654, 2.3250274658203125, 2.153526544570923, 74.2668685913086, -31.115391363293227, -30.886124607178598, -28.380613092034036, -30.95090758981598, -23.97162592889465, 0.033863380551338196, 1.421905279159546, 0.3811585009098053, 7.979339599609375, -0.5063420136175479, -0.7839450651875833, -0.4368296301732886, -0.6852391923786013, -0.6046833456586918, -0.9991975306293462]",[1],J0058.3+3315,fsrq,fsrq,J0058.4+3315,fsrq,J0058.4+3315,fsrq,J0058.4+3315,fsrq,AGN,AGN,AGN,AGN
86,J0059.2+0006,fsrq,J0059.6+0003,"[2.358431339263916, 2.347633123397827, 2.2290637493133545, 10.756730079650879, -31.47523692397, -31.29999332564208, -28.30578501200192, -31.364596938507884, -23.980945684598296, 0.013310358859598637, 0.4036440849304199, 0.1150054931640625, 5.8568339347839355, -0.9986293217945581, 0.960294716120411, -0.7500582027275475, -0.4368829425632865, -0.647291291701343, -0.999924053843084]",[1],J0059.6+0003,fsrq,fsrq,J0059.2+0006,fsrq,J0059.2+0006,fsrq,J0059.2+0006,fsrq,AGN,AGN,AGN,AGN
87,J0059.3-0152,bll,J0059.2-0152,"[1.7836271524429321, 1.5983912944793701, 1.347377896308899, 6.105437755584717, -34.092475757395036, -33.62127693304799, -28.34169777298646, -33.76431833000259, -23.923779666615822, 0.160854771733284, 0.0, 1.5475319623947144, 8.841038703918457, -0.9882191106790157, 0.8206627693469253, -0.8873800680260006, 0.6057843838327317, -0.593972086590326, -0.4118580821664724]",[1],J0059.2-0152,bll,bll,J0059.3-0152,bll,J0059.3-0152,bll,J0059.3-0152,bll,AGN,AGN,AGN,AGN
