,3fgl,3fgl_features,3fgl_labels
560,J1624.2-4041,"[2.0572636127471924, 3.927805849049081, -26.305874014528005, -26.758425974936237, 1.9904773884023772, -0.7331912764942927]",[1]
561,J1624.2-3957,"[2.5197935104370117, 3.4803242601236644, -27.286091556838723, -26.702156010966483, -0.05215487099085539, -0.887740468297802]",[1]
562,J1624.8-4233,"[2.653730869293213, 3.899673889908571, -26.293491970372113, -26.644551871240626, -0.7747290358617039, -0.8707761062168065]",[1]
563,J1625.1-0021,"[1.6635656356811523, 3.619262446473022, -26.453594762035205, -27.39694546703037, 2.271394612083023, -0.6776430290656027]",[1]
564,J1625.2-2845,"[2.520382881164551, 3.9697243702932137, -28.32841980846796, -26.914615543117545, -1.1306042342792861, -0.8106846881689782]",[1]
565,J1625.6-2058,"[2.540924072265625, 3.6753641357573703, -26.488317704782034, -27.134039433743258, 0.29836095747482994, -0.8569238853562826]",[1]
566,J1626.2-4911,"[2.10681414604187, 3.789501770560639, -30.74738868019825, -25.84357340861704, -1.054208687810011, -0.8330738959828248]",[1]
567,J1626.2-2428c,"[2.275369882583618, 3.847334407925514, -28.4494845481196, -26.363831435759607, 1.3519860504036614, -0.10041545311240015]",[1]
568,J1626.3-4406,"[2.9232285022735596, 3.6781592604564834, -24.663188729340455, -26.42555353790804, 1.4574569022152981, -0.7296679153298449]",[1]
569,J1627.8+3217,"[2.1392769813537598, 3.4973403213890992, -28.532669426761807, -27.81555466033546, 1.336758160320054, -0.13530459508119974]",[1]
570,J1628.1-3344,"[2.116596221923828, 3.60640330133399, -30.568282554677324, -27.214964996089744, 0.11050305993356722, -0.7719309206028171]",[1]
571,J1628.1-5740,"[2.463909387588501, 3.6051978903524757, -28.441094404421566, -27.140165498812156, -0.41132531877949774, -0.8333411841546601]",[1]
572,J1628.1+0254,"[2.1223504543304443, 4.028617726811764, -29.917838750034026, -27.70338128519055, 0.7056731158923761, -0.5919029903389709]",[1]
573,J1628.2-2431c,"[2.3721182346343994, 3.410628791660818, -27.902440981083032, -26.391938838182572, 0.5925722174057503, -0.8517239419737095]",[1]
574,J1628.4-4546,"[2.6329166889190674, 3.9580222972419863, -25.595883299038636, -26.382718268257026, 1.279491340067472, -0.9201126712172515]",[1]
575,J1628.7-8056,"[2.7542645931243896, 3.5080833369438555, -26.12105757560773, -27.572163368844723, -0.12994615356692868, -0.9003572691335504]",[1]
576,J1630.2-1052,"[2.29768967628479, 3.375594963285004, -28.14290018516897, -27.350204117918107, 1.1251164965883347, -0.3779745099049057]",[1]
577,J1630.3-6126,"[2.7856738567352295, 4.396642694069071, -24.694365217751365, -27.361032494976307, 0.23205992366564188, -0.9168700494816514]",[1]
578,J1630.3-4346,"[2.1266181468963623, 3.678520677469531, -31.646382611481332, -26.045045749417028, 1.0278976435516687, -0.8756457609259837]",[1]
579,J1632.8+3838,"[2.452317953109741, 3.3765537978559172, -29.74704472773449, -27.018034091100013, 1.0222557896436029, -0.6745907713525964]",[1]
580,J1635.3+4257,"[2.416597604751587, 4.044288471831427, -28.579547342452443, -27.949101243786266, -1.1712101808181654, -0.8571239794673037]",[1]
581,J1639.4-5146,"[2.3492486476898193, 4.060916249865177, -26.50544915505636, -26.681861428594537, 0.617628325311069, -0.8199128173485397]",[1]
582,J1640.6-4917,"[2.3066864013671875, 4.313696040944324, -27.94919714411438, -26.382231675265285, 0.9058676807400747, -0.8569447053383339]",[1]
583,J1641.5-5319,"[2.3803534507751465, 4.028969916890515, -25.861588095762958, -26.82398459219308, 1.7866555941415985, -0.8947236211835987]",[1]
584,J1641.5-2856,"[2.3268377780914307, 3.8066881750687047, -28.320851918712957, -27.21420268320437, 0.8643290398165366, -0.8384923321267292]",[1]
585,J1642.4+8045,"[2.4850971698760986, 3.7531334716169957, -27.75329101960673, -28.048665922326652, 0.45196719884014197, -0.8412806729969162]",[1]
586,J1643.6-5002,"[2.6556272506713867, 3.9319352805596726, -25.417473791224964, -26.660343074796057, 1.6929264492499123, -0.7928044143666655]",[1]
587,J1644.4+2632,"[2.7532167434692383, 3.746084485646764, -26.805942305598865, -27.68633877408908, 0.47572982763587923, -0.7833750093668288]",[1]
588,J1644.6-0911,"[2.568213701248169, 3.650910276798791, -27.21257762284777, -27.20952715349085, -0.34093410649733225, -0.7927582764670994]",[1]
589,J1645.7-2149,"[2.2908802032470703, 3.6131341653505284, -27.168666319455856, -27.43526839444976, 1.684804358005041, -0.8025410175281328]",[1]
590,J1646.9-1332,"[1.8505278825759888, 3.736715398017453, -32.147804488516975, -27.321741438958256, -1.231137244081574, -0.5615023333607534]",[1]
591,J1648.0+4230,"[2.480189323425293, 3.9357665176842684, -28.341593950767518, -27.94866813031047, -0.31816296233401603, -0.8754107968892304]",[1]
592,J1648.6-5635,"[2.801083564758301, 3.6453181957984375, -26.085914699247375, -26.99170570566692, 1.2506097075910956, -0.8185569778187866]",[1]
593,J1649.6-3007,"[2.3148367404937744, 3.9651619009435417, -27.30312619577358, -27.13101925259853, 1.1419386976234933, -0.8456809236402545]",[1]
594,J1650.0-4438c,"[2.7087767124176025, 4.074249075884788, -22.42966356835372, -26.041409364852584, -0.08180971775855012, -0.876349137913282]",[1]
595,J1650.0+0356,"[2.165771961212158, 4.339703603011489, -30.115733147256737, -27.585355090775096, -0.34326171925219023, -0.7489055766909944]",[1]
596,J1650.3-4600,"[2.4938385486602783, 4.008353754695057, -27.412648056453914, -25.76870627262454, 1.9370043680499194, -0.6814677610976756]",[1]
597,J1651.5-4626,"[1.921652913093567, 3.6740601436849896, -32.15908066899102, -26.059364342339617, -1.9911521044988816, -0.4574416245864669]",[1]
598,J1652.2-4649,"[2.091700792312622, 3.98996867190918, -30.506490888337506, -26.240133368469607, 0.02480981462146637, -0.8098743228422439]",[1]
599,J1652.8-4351,"[2.201786518096924, 4.1674707762330625, -27.328815159799806, -26.372947112585507, 1.675367204654248, -0.02080619386114684]",[1]
600,J1653.6-0158,"[2.061894655227661, 4.014641590990538, -25.292841748859193, -27.025490089751933, 2.035145749591049, -0.8217223047303541]",[1]
601,J1654.0-4617,"[2.013066530227661, 3.919867598498483, -30.88989452621527, -26.37973394069416, 0.9324567899197919, -0.3826842267992096]",[1]
602,J1654.3-4907,"[2.655090808868408, 3.7951169082993848, -25.183510514780153, -26.858368539813526, 1.65234817909707, -0.905659500616524]",[1]
603,J1655.1-4644,"[1.9307781457901, 3.755210527082444, -32.49533825360131, -26.417233478404434, -1.406840442839031, 0.03052046315147729]",[1]
604,J1655.1-3954,"[1.6799067258834839, 3.5288935265531225, -33.701794160295236, -27.007357672186505, 0.0, -0.3076278609981683]",[1]
605,J1655.5-4748,"[2.248408794403076, 3.8213922211781437, -29.52649270599406, -26.463472388061295, -1.498700763349359, -0.8262526441619311]",[1]
606,J1655.7-4712,"[2.2347214221954346, 3.7428798858356602, -30.051665831220156, -26.309439258928776, 0.5971332037635384, -0.050325268073073456]",[1]
607,J1656.9-3919c,"[2.4530065059661865, 3.6800343177053687, -29.488671200072375, -25.434252637925987, 0.9518447857729685, -0.8687235216843812]",[1]
608,J1657.6-4653,"[2.0513863563537598, 4.032286888644723, -31.30060065287084, -26.477575680587453, 0.29158077224015655, 0.30143913373432735]",[1]
609,J1659.0-0142,"[2.1946284770965576, 4.035710612502962, -28.789703824660005, -27.225815748106157, 0.7249184836805661, -0.7867772776347273]",[1]
610,J1700.4-4019c,"[2.6888115406036377, 3.977718045954807, -26.96148846597366, -24.592102206771635, 1.1326823377499193, -0.822025486513543]",[1]
611,J1701.1-4930,"[2.4388954639434814, 3.887210018542909, -28.51224382578151, -26.66808082850273, 0.9228104933656196, -0.7401479620737368]",[1]
612,J1701.3-5216,"[2.478353977203369, 3.7753978427707797, -28.492660198101813, -26.96417543001992, -0.7024245106187795, -0.8252475119339737]",[1]
613,J1701.4-4654,"[2.636247396469116, 3.8879678277250234, -27.35730559381074, -25.947657571396793, 1.112196172441106, -0.8810559253990661]",[1]
614,J1702.0-5414,"[2.578315496444702, 3.8455519540939083, -27.49572888075697, -27.03194189661911, 0.9116291956053882, -0.8668528135408848]",[1]
615,J1702.1-2524,"[1.7593414783477783, 3.2160804021472775, -32.946070312768256, -27.3716526187238, -3.3068573708028604, -0.4414887739524085]",[1]
616,J1702.1-4623,"[2.510871648788452, 4.086846326082187, -28.47338318984666, -26.002444357688468, 0.2704835336477637, -0.9072973041172462]",[1]
617,J1702.8-5656,"[2.1698994636535645, 4.073720774196282, -24.645060775960403, -27.123324884792485, 1.8128943861114606, -0.8485012651783006]",[1]
618,J1703.6-2850,"[2.2268481254577637, 3.291326638996875, -29.97725418528613, -27.19494077523616, 0.32707659025299923, -0.8003093549733629]",[1]
619,J1703.9-4843,"[2.4845402240753174, 3.7233405320716577, -27.230411344695913, -26.650437739980525, 1.2821168010210569, -0.8969823954583527]",[1]
620,J1704.1+1234,"[2.583272933959961, 3.85018323197103, -26.625977030896873, -27.486375693810036, -0.739782489577126, -0.8428393226354587]",[1]
621,J1704.4-0528,"[2.1847431659698486, 3.729629516115469, -29.072908181246536, -27.194094245852515, -1.0174791539684143, -0.7191462832902533]",[1]
622,J1705.5+0948,"[2.8066091537475586, 3.8272092795269392, -25.571349092386058, -27.4635623344509, 0.5664811698405832, -0.9275649035615496]",[1]
623,J1705.5-4128c,"[2.767200231552124, 3.8105271842466553, -25.014623349123365, -25.024400209155807, 0.9905495979794645, -0.8619100193334125]",[1]
624,J1707.8+5626,"[2.75520396232605, 3.33659999377461, -26.710171620123237, -28.033867111374484, 0.2539768905774926, -0.845502626182131]",[1]
625,J1709.4-0917,"[2.4647531509399414, 3.78718540152157, -26.855530168383556, -27.136115733561017, 1.1638834698592249, -0.7555963626345845]",[1]
626,J1709.5-0335,"[2.594914436340332, 3.894003190443076, -26.415723658820905, -27.16694727292334, -0.39703858020431176, -0.8908333377138928]",[1]
627,J1709.9+4624,"[2.514125108718872, 3.7455172753072477, -27.908648424313952, -27.94125598176418, -1.077847323728004, -0.8394777531479397]",[1]
628,J1710.6-4317,"[2.5266809463500977, 3.926566619584263, -27.424584614560118, -26.20141788907765, -0.7240694156207481, -0.22500613324066815]",[1]
629,J1714.6-3327,"[2.3572256565093994, 3.9816272520803078, -28.814646273220582, -26.45949775470659, 0.7515072369008968, -0.09841119306374732]",[1]
630,J1715.4-4028,"[2.104174852371216, 4.092017944169937, -30.14756266824807, -26.444559295702796, 0.3129676539205464, -0.37905560118275344]",[1]
631,J1717.6-4404,"[2.639380931854248, 3.950833481129932, -25.823573709331313, -26.43258253721662, 0.5442947241600082, -0.8805593451753237]",[1]
632,J1719.2-2433,"[2.6649534702301025, 3.681662387814049, -25.574818070366042, -26.92116622564407, -0.8153665513571466, -0.8531491441862261]",[1]
633,J1720.3-0428,"[2.0862574577331543, 3.984980004404977, -31.367705365583706, -27.07497332483979, -2.651614597040267, -0.7767146127284006]",[1]
634,J1720.7+0711,"[2.3511152267456055, 3.7859154214722284, -27.719998727043794, -27.302281869453076, 0.47228523829566643, -0.8399090696035151]",[1]
635,J1721.4-5253,"[2.584533214569092, 3.643669428122247, -27.07269270557904, -27.05958321646546, -0.24084207442310382, -0.8808073516760375]",[1]
636,J1721.8-3919,"[2.418195962905884, 3.781764188743732, -28.15272946307227, -26.260605510771633, -1.9138776467135663, -0.8330268955635102]",[1]
637,J1722.7-0415,"[2.294915199279785, 3.5272001907751314, -28.41415327059165, -26.899105866285776, 1.3074413942247571, -0.322058536301686]",[1]
638,J1723.6-3646,"[2.3498077392578125, 3.719699199929409, -29.421081597667097, -25.634042893730832, 0.6888604185739315, -0.7187546431399164]",[1]
639,J1725.0-0513,"[2.018441677093506, 3.6071105135142214, -31.02228166645784, -27.10096928203566, -1.2555473383319538, -0.7009468121975134]",[1]
640,J1725.7-3555c,"[2.469193458557129, 3.92400107566563, -29.230509718079524, -25.31138751628428, 0.4592367972551931, -0.8597836334090957]",[1]
641,J1726.6-3530c,"[2.4324824810028076, 4.099470814977366, -27.47649419979738, -25.54591174091157, 1.173079856262848, -0.4885401741576992]",[1]
642,J1727.4+0634,"[2.6870856285095215, 3.7924830657623523, -26.565325694503574, -27.22929815368258, 0.9744845488218333, -0.9249144266862805]",[1]
643,J1727.6-0654,"[2.4591317176818848, 3.910497718623925, -27.087649473670723, -27.000019008986385, 0.5877008040367506, -0.880740833003023]",[1]
644,J1727.7-2637,"[2.488084077835083, 3.953249044288055, -24.429505850665155, -26.711339727734043, 1.8369253479270833, -0.9261372896948054]",[1]
645,J1728.0-6446,"[2.9134416580200195, 3.918601736137696, -25.447352598492415, -27.643293830667073, 0.024981092347321546, -0.942700459267491]",[1]
646,J1729.0+6049,"[2.5222747325897217, 3.4777014259772843, -29.2435857536562, -27.635583099104178, -0.8531898077241562, -0.8577227546691508]",[1]
647,J1729.7-2408,"[2.474536657333374, 3.9266372227416517, -24.8207024138471, -26.753214091095796, 1.4781140989257415, -0.8612737090238773]",[1]
648,J1729.9-0859,"[2.4482812881469727, 3.357583625617769, -24.6997975827493, -27.223379280799918, 1.6872487930074525, -0.7177497363260052]",[1]
649,J1730.6-0357,"[1.8674806356430054, 3.400252670833552, -28.038831041397252, -27.405861165409636, 1.5586226459592143, -0.640543495202917]",[1]
650,J1731.9+5428,"[2.9019229412078857, 3.671585714203331, -25.212237383322943, -27.847818564334375, 0.4502671326063702, -0.9438877689072891]",[1]
651,J1732.4-2709,"[2.3729639053344727, 3.9468202714528613, -28.589205026560794, -26.343386432839498, -1.9325775315978415, -0.7262682138532431]",[1]
652,J1732.7+5914,"[2.013831377029419, 3.505450717239447, -31.878106822362067, -28.04562477469157, 0.04818162565968446, -0.076539805464992]",[1]
653,J1733.5-2811,"[2.44575834274292, 3.7981625014845837, -28.719376109932814, -26.18259913424986, -0.6504672862348568, -0.7968108950793933]",[1]
654,J1733.5-3941,"[2.2300050258636475, 3.9596241666501775, -29.400053932096963, -26.78582736791581, 0.4728496609495795, -0.7779870171090801]",[1]
655,J1733.8-6056,"[2.581866502761841, 4.036623367082572, -26.37012344449229, -27.5710828422363, -2.4183805524381357, -0.817586959259933]",[1]
656,J1734.7-2930,"[2.526872158050537, 4.252567357898106, -27.539079625512283, -26.47868030362029, 1.6085830549600466, -0.7468929591765116]",[1]
657,J1736.0-2701,"[2.5546140670776367, 3.649381038220248, -26.722652159085975, -26.613155168604642, 1.60506425287447, -0.6529892499210701]",[1]
658,J1736.5-2839,"[2.3904407024383545, 4.045973535894879, -25.5190864931182, -26.705103966207442, 1.90282171570545, -0.6856535523517404]",[1]
659,J1737.9-2511,"[2.647509813308716, 4.166313263441015, -25.268785360153593, -26.49941020589991, 1.8156955397331576, -0.9111995320332704]",[1]
660,J1739.9-3124c,"[2.2894279956817627, 3.875722158613952, -28.56768012772833, -25.945649087580254, 1.3438114730759212, -0.8369991333318328]",[1]
661,J1740.5-2843,"[2.3976080417633057, 3.8377624924376876, -24.82487323422636, -25.825160373456278, 1.5691206815769076, -0.8292991629732832]",[1]
662,J1740.5-2726,"[2.3238229751586914, 3.7647419480202355, -24.72223409315641, -26.20199075121467, 1.8197393458431674, -0.884958074610117]",[1]
663,J1740.5-2642,"[2.301846981048584, 3.5092397304227854, -27.17251833092046, -26.70991668568805, 1.545487698841215, -0.7585503157879878]",[1]
664,J1740.8-1933,"[2.2122771739959717, 3.901026176869835, -30.07236858355585, -26.853383000486097, -1.8245117209690136, -0.78179027924014]",[1]
665,J1740.8-6755,"[2.539017915725708, 3.9221713787731787, -27.56046284554268, -27.731883270270135, -2.253648868375831, -0.8474495286351991]",[1]
666,J1741.4+0938,"[2.746201276779175, 3.8438592687864515, -25.98109799685059, -27.195301298541526, 0.9290000194712952, -0.9049324781110121]",[1]
667,J1742.4-7237,"[3.0477540493011475, 3.7632450077713933, -24.92651443540985, -27.72215412682755, -0.48230730822076345, -0.8696193039151622]",[1]
668,J1742.6-3321,"[2.361750841140747, 3.8762669499149416, -25.952041325324263, -26.466411577670453, 2.0526820598888094, -0.7300479817551896]",[1]
669,J1743.9-1310,"[2.2375235557556152, 3.869009212860592, -29.189468937024124, -27.05156978557656, 1.0755956310176553, -0.7696799092758809]",[1]
670,J1744.1-7619,"[1.7686184644699097, 3.946015088487509, -25.98271030015259, -27.363806623947777, 2.292818757625695, -0.7164778819581004]",[1]
671,J1744.5-2506,"[2.6355128288269043, 3.7281394688806695, -25.889970491271207, -26.162070605423082, 0.41241322685612536, -0.9033644195422926]",[1]
672,J1744.7-3043,"[2.3626010417938232, 4.069017429378796, -27.826232445481523, -25.777262041262667, 0.9421792345061434, -0.8517436407761547]",[1]
673,J1744.7-2252,"[2.5729331970214844, 3.921325005317849, -24.5549918005328, -26.820925219967467, 1.8204511507326993, -0.8339277318048742]",[1]
674,J1744.8-1557,"[2.434828519821167, 3.4954046215389147, -27.74879511608594, -26.931142823618405, 0.6615415231619862, -0.7850019345141751]",[1]
675,J1745.3-2903c,"[2.367213249206543, 3.8798713151369157, -25.085798753338036, -24.648008068696118, 2.76830202011447, -0.5425064812545308]",[1]
676,J1745.4+4721,"[2.558122396469116, 4.166952615504045, -27.18493025112168, -27.80094600122116, -3.870812583281024, -0.7943507035207513]",[1]
677,J1746.6+0433,"[2.5436770915985107, 3.6853849100189966, -27.714886876320904, -27.09807080787091, -2.2475293202400146, -0.8515866165446895]",[1]
678,J1747.0-3506,"[2.666926383972168, 4.166502923355801, -24.834286298259357, -26.6954537839052, 0.6126535365980017, -0.8912353795084899]",[1]
679,J1747.0-2828,"[2.0454766750335693, 4.506602310019139, -23.4985664282874, -25.50399438893791, 2.4974384713728415, -0.8132447214335079]",[1]
680,J1747.3+0324,"[2.35400390625, 3.695258410638524, -28.676340082073636, -27.073771814555574, 0.12304995364204162, -0.8458827790119147]",[1]
681,J1747.7-2904,"[2.515442371368408, 4.179679076638622, -27.52659008894892, -24.92859055911503, 1.13102323105739, -0.8583854954118417]",[1]
682,J1748.0+2701,"[2.2776076793670654, 3.729787901195889, -29.314927095349944, -27.794922494973484, -1.2649270668347068, -0.7669770691968539]",[1]
683,J1748.3-2815c,"[2.271907091140747, 3.5281277475219808, -27.763781787000386, -26.406882380758024, 1.969410616362878, -0.171971967165686]",[1]
684,J1748.5-3912,"[2.3035268783569336, 3.951272255044188, -27.5253913355439, -26.968959479771353, 1.0271976283521063, -0.8389929415311304]",[1]
685,J1749.2-2911,"[2.5724856853485107, 3.732293819178745, -26.858030844892994, -25.679925164386606, 1.925997483487302, -0.12555127822072526]",[1]
686,J1749.6-3133,"[2.5791304111480713, 4.260570328773653, -26.27431940932661, -26.457631134241762, 1.6426436660936334, -0.8743150894824568]",[1]
687,J1749.7-0305,"[2.4251716136932373, 3.8589960957106957, -27.245442126164928, -27.00049791646796, 0.17907543033961637, -0.8595517412115321]",[1]
688,J1750.9-2220,"[2.455277681350708, 3.7822245224216546, -28.409738176083817, -26.433983752167997, -1.832461632064802, -0.7958989280096213]",[1]
689,J1753.6-4447,"[2.165799379348755, 3.7144063929273665, -28.286772784140997, -27.38682436721775, 1.394640799226192, -0.7854862847516799]",[1]
690,J1754.0-2930,"[2.621753692626953, 4.08887825602846, -25.545805664009382, -26.19842236001607, 1.8983758764124554, -0.9010605055530199]",[1]
691,J1754.0-2538,"[2.1505069732666016, 4.20308049352395, -27.391434146268406, -26.329007863322246, 2.0583207034054505, -0.035898228928277896]",[1]
692,J1754.0-3321,"[2.411621570587158, 4.169030611784057, -27.564992944432376, -26.71588681597578, 1.1701801218011398, -0.8163610490870651]",[1]
693,J1757.7-6030,"[1.5035829544067383, 3.8102137631976256, -29.722201646899983, -28.102470471439656, 1.4507200517503602, -0.19841113295072083]",[1]
694,J1757.8-3126,"[2.41951847076416, 3.651764683831775, -27.62207463277056, -26.633988237670945, 0.9717854976889514, -0.79246288725681]",[1]
695,J1758.8-2402,"[1.9936635494232178, 4.004247332580519, -30.84230938125882, -25.901718195671986, 1.0580790435823988, -0.09510521801782251]",[1]
696,J1758.8-2346,"[2.079918146133423, 3.732863284358806, -29.869825006547615, -25.779908070574493, 1.2186546031393517, -0.19943186968655535]",[1]
697,J1758.8-4108,"[2.1034414768218994, 3.957340714025624, -29.718466310447415, -27.310334967285073, 1.0141578220465173, -0.6751043498405935]",[1]
698,J1759.2-3848,"[2.236286163330078, 3.4800222836205466, -29.087395143080705, -27.10923270255748, 1.2504443526240583, -0.42700241801150957]",[1]
699,J1759.6-2141,"[2.2866268157958984, 3.6185656209284316, -29.164818968323143, -26.188970556520456, 0.9438675582381378, -0.8568109263409083]",[1]
700,J1800.0-2955,"[2.663187026977539, 3.9712879170672726, -26.430671618513173, -26.420795039612194, 1.1656892167831066, -0.8489891979061254]",[1]
701,J1800.8-2402,"[2.3386693000793457, 3.842670016180377, -27.87729258862295, -25.711199819073066, 1.6921676594822492, -0.7682803820801796]",[1]
702,J1801.5-7825,"[2.754857301712036, 4.487467789780456, -25.506975397891647, -27.551747156802065, -0.8488562453833316, -0.8647646914470354]",[1]
703,J1801.6-2213,"[1.9676425457000732, 3.69080887743723, -31.47695096495807, -26.191870913930337, 0.6099539745201136, -0.0021155520339486617]",[1]
704,J1802.4-3043,"[2.1106886863708496, 3.6350046975873282, -30.097147359434505, -26.870991560674344, 0.7756674701073021, -0.7699147301416158]",[1]
705,J1803.1-2728,"[2.3359670639038086, 4.047785193880314, -28.559951142551885, -26.623212438031615, 0.7148798172116382, -0.8528681737526791]",[1]
706,J1803.3-6706,"[2.2163150310516357, 3.761136417091903, -28.435801984981506, -27.655803942204606, 0.5859432230196092, -0.8217579321991806]",[1]
707,J1804.1+2532,"[2.713649034500122, 3.9832803094424767, -26.061866805680562, -27.595707705399562, 0.9918184864681648, -0.8703344413567319]",[1]
708,J1804.5-0850,"[2.7494187355041504, 4.01528598588221, -24.83056365821167, -26.746114930694617, 0.433973903970351, -0.849282482254433]",[1]
709,J1805.9+3407,"[2.5990869998931885, 4.050758831873694, -27.59659864000318, -27.6399252985621, 0.29079719075710725, -0.881864031871878]",[1]
710,J1806.2+2744,"[2.47188663482666, 3.766306468498856, -27.942678421698574, -27.634316446639588, 0.8923187038691391, -0.7813455227705989]",[1]
711,J1806.7-2451,"[2.2089338302612305, 3.730140835732119, -30.54241865869901, -26.47448532367179, 0.7771982068839248, -0.8149778897147639]",[1]
712,J1806.8+5346,"[2.5622665882110596, 4.207039489109122, -27.461063432899277, -27.857330410857113, -2.191509854064343, -0.7911983733514065]",[1]
713,J1808.3-3357,"[2.2299768924713135, 3.929574973634987, -27.563777091456473, -27.268057948342577, 1.5024472991201077, -0.7970527232533622]",[1]
714,J1808.4-3519,"[2.3089606761932373, 3.3477437745428786, -28.684520392949562, -27.218840655252365, 1.0659448518577748, -0.8626302267004426]",[1]
715,J1808.4-3703,"[2.190946102142334, 3.6040789533678925, -29.47207286903446, -27.368274422065852, 1.1721662439936944, -0.8064586172396622]",[1]
716,J1809.0+3517,"[2.4414024353027344, 3.6375857581792244, -28.816959145198958, -27.672972691245473, 0.06681039212321878, -0.8046530706330162]",[1]
717,J1809.2-2725,"[2.3088901042938232, 3.6240510757048776, -29.121779678987767, -26.820089602666258, 0.8841501504578166, -0.07682571697839728]",[1]
718,J1809.2-2016c,"[2.325756549835205, 3.74119544162012, -29.017276884191617, -25.67392274831838, 0.5210285661443086, -0.8629662640492637]",[1]
719,J1810.7+5335,"[1.7802610397338867, 3.7224958324055195, -32.22342853415912, -27.868288520153303, 0.9109114901615981, -0.20830770382153596]",[1]
720,J1810.8-2412,"[2.323824405670166, 4.127571011019635, -29.009088553560456, -26.172286075682532, 1.3445259211265186, -0.13168988252389507]",[1]
721,J1813.6-6845,"[2.3780393600463867, 3.8153497907905125, -28.423349240008115, -27.72131860720104, 0.851626368671668, -0.7353080390462099]",[1]
722,J1813.6+2820,"[2.2067995071411133, 3.658713168540738, -29.896491550836107, -27.684776687661145, -0.05559458057620277, -0.7969452806920648]",[1]
723,J1813.6-1148,"[2.874154806137085, 3.455252957999292, -23.45719842834628, -26.05759699534818, 1.9737156225342425, -0.8973841090994892]",[1]
724,J1814.0-1757c,"[2.181225299835205, 3.9134790067112295, -30.179845799332423, -25.62246080529516, 0.9356069417851958, -0.10118700945605745]",[1]
725,J1814.1-1734c,"[2.546543836593628, 4.041392574312088, -25.04817332704932, -25.456865019622782, 0.944681777405251, -0.890556615192304]",[1]
726,J1815.1+5919,"[2.690929412841797, 3.845370516408102, -26.725173290897274, -27.81710662043825, 0.9405656874694942, -0.9223926651973937]",[1]
727,J1816.0-6407,"[2.5417749881744385, 3.9366270386858044, -26.477772691247296, -27.642299030794522, 0.690478759425632, -0.8872098034425016]",[1]
728,J1816.2-2726,"[2.422501564025879, 3.8738987307613635, -27.285921402872777, -26.94716061831153, 0.13249407670596214, -0.8626471992576855]",[1]
729,J1816.5-1145,"[2.4806573390960693, 3.877060510544384, -28.326153709567464, -25.976011648168523, -1.0250910898725027, -0.8544583899143173]",[1]
730,J1817.3-3033,"[2.1827378273010254, 4.0385049392550165, -30.12535250636831, -27.168106487897212, 0.11629504492397656, -0.8414021715030657]",[1]
731,J1817.7+2530,"[2.589167833328247, 3.9477991366683214, -26.91361174716877, -27.548574209032022, 0.7779108953595157, -0.8751831146509028]",[1]
732,J1818.5+1320,"[2.0075881481170654, 3.6127221822759297, -30.620374630132545, -27.549404722388424, 0.8733021871626949, -0.7484635018265524]",[1]
733,J1819.5-2045c,"[2.45584774017334, 3.9305935495825635, -27.849279566188272, -26.53069343310623, -4.098962184152492, -0.8569536802015183]",[1]
734,J1819.5-1345,"[2.4776079654693604, 4.354327578929477, -26.820719022647477, -25.84829010400661, -1.2385227440630067, -0.8756049567644851]",[1]
735,J1820.3-1529c,"[2.3306689262390137, 3.807518565154859, -29.70184783422682, -25.479177115695737, -1.821580620259249, -0.8864541955863794]",[1]
736,J1820.4-3217,"[2.343928337097168, 3.833820016025277, -27.631553496460192, -27.196218056118532, 1.199160423021052, -0.84977382932073]",[1]
737,J1821.6-1436c,"[2.2906432151794434, 3.86572930288694, -28.252363640449104, -25.694395304852385, 0.8915966768503397, -0.06400255739565677]",[1]
738,J1821.9+6636,"[2.040815591812134, 3.492371749526937, -31.09303041653846, -28.06256289844311, 0.6334608617524177, -0.7541219967153421]",[1]
739,J1823.2-4722,"[2.041503429412842, 3.584084201570625, -29.930262856721235, -27.624046217218087, 1.2600248567666674, -0.41259650748855525]",[1]
740,J1823.2-1339,"[2.2214150428771973, 3.861609836055245, -25.961513192779943, -25.562810121483086, 1.5807141439163814, -0.7780287724517351]",[1]
741,J1824.2-5427,"[2.205980062484741, 3.8114968074677167, -29.597238785418458, -27.685334238361833, 0.8055076775987118, -0.7155522883169966]",[1]
742,J1824.3-0620,"[2.2436373233795166, 3.738905633450998, -28.371043419233672, -26.603550094161637, -1.3734106046132466, -0.7980266661552917]",[1]
743,J1827.3-1446,"[2.479290723800659, 3.688897478396078, -27.645380109825272, -26.585903773622224, 1.3827083822342319, -0.3697762300153949]",[1]
744,J1827.6-0846,"[2.3622095584869385, 3.9439880213630594, -27.39402496227787, -26.23086162051061, 0.353053683320449, -0.8524777651553851]",[1]
745,J1827.7+1141,"[2.112034320831299, 3.653289296137769, -29.32896160374409, -27.35791424265594, 1.337207315794163, -0.3673656628097469]",[1]
746,J1829.2+3229,"[2.2854561805725098, 3.8835439842404536, -28.644233878382533, -27.684897852969502, 1.2602070265266665, -0.7434158166961772]",[1]
747,J1829.2+2731,"[2.6200265884399414, 4.038603627242671, -25.947404256687918, -27.541599414835577, 1.0495047509331599, -0.9107391316300921]",[1]
748,J1829.2-1504,"[1.6057833433151245, 3.5113846392605055, -33.33478050557591, -26.729648186391408, 0.9146887069771693, -0.6810025489298998]",[1]
